ID#,q0,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23,q24,q25,q26,q27,q28,q29,q30,q31,q32,q33,q34,q35,q36,q37,q38,q39_1,q39_2,q39_3,q39_4,q39_5,q39_6,q39_7,q39_8,q39_9,q40_1,q40_2,q40_3,q40_4,q40_5,q40_6,q40_7,q40_8,q40_9,q41,q42,q43,q44,q45,q46,q47_1,q47_2,q47_3,q47_4,q47_5,q47_6,q47_7,q47_8,q47_9,q47_10,q48_1,q48_2,q48_3,q48_4,q48_5,q48_6,q48_7,q48_8,q48_9,q48_10,q48_11,q48_12,q48_13,q48_14,q48_15,q48_16,q48_17,q48_18,q48_19,q48_20,q48_21,q49_1,q49_2,q49_3,q49_4,q49_5,q49_6,q49_7,q49_8,q49_9,q49_10,q49_11,q49_12,q49_13,q49_14,q49_15,q49_16,q49_17,q49_18,q50_1,q50_2,q50_3,q50_4,q50_5,q50_6,q50_7,q50_8,q50_9,q50_10,q50_11,q50_12,q51,q52,q53,q54,q55,q56_1,q56_2,q56_3,q56_4,q56_5,q56_6,q56_7,q56_8,q56_9,q56_10,q56_11,q57,q58,q59,q60,q61,q62,q63,q64,q65,q66,q69,q2001,q2002,Q701,Q702,Q703,Q704,Q705,Q706,Q903,Q914,Q980,Q981,Q915,Q999,Q919,Q921,Q1002,Q1003,Q934,Q1004,Q1005,Q922,RespNo,Q1001,Q1006,,WT,WT2,wt3
2008-2279,Lebanon,1,1,2,1,1,3,4,6,3,1,2,5,5,5,3,4,1,1,3,4,3,3,7,5,2,2,2,1,1,,,,,,,,1,1,,,,,,,,3,1,1,2,3,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,1,,,,,,,,,,1,2,1,2,5,,,,,1,,,,,,1,2,1,4,3,1,1,3,2,2,3,4,4,1,31,1,2,1,2,,3,2,,,4,1,1,3,1,,1,1,,1,71,,,,2.23,0.20,0.45
2008-2280,Lebanon,1,1,2,1,1,10,2,5,1,6,2,5,5,5,5,5,1,1,4,3,3,3,1,5,4,2,2,,1,1,,,,,,,1,1,,,,,,,,3,1,2,3,2,2,,,1,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,1,1,2,1,2,7,,,,1,1,,,,,,,5,2,3,2,2,3,2,1,3,2,4,4,4,33,1,2,1,2,,2,1,1,1,1,1,1,5,1,,1,2,,1,81,,,,0.87,0.20,0.18
2008-2281,Lebanon,5,1,1,1,1,4,2,5,1,5,5,5,5,5,4,3,1,1,2,2,3,3,1,8,8,2,2,,1,1,,,,,,,,,,1,1,,,,,3,2,1,1,1,1,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,1,2,4,2,5,,,,1,,,,,1,,,2,3,4,3,3,3,3,1,5,1,4,4,2,39,1,1,1,2,,3,1,3,3,3,1,1,3,1,,2,3,,1,88,,,,0.71,0.20,0.14
2008-2282,Lebanon,2,1,1,1,1,3,7,5,3,2,2,3,5,1,4,4,1,1,3,4,3,3,2,5,8,2,2,1,1,,,,,,,,1,1,,,,,,,,3,1,1,2,3,1,1,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,2,1,2,5,,,,,1,,,1,,,,3,3,2,2,3,3,4,2,2,3,4,3,1,63,1,2,1,2,,3,1,4,3,3,1,1,4,2,7,1,1,,1,101,,,,2.23,0.20,0.45
2008-2283,Lebanon,3,1,1,1,1,2,6,5,2,1,1,5,2,5,4,5,1,1,3,4,3,3,8,8,8,2,2,1,1,,,,,,,,,1,,,,,1,,,4,1,1,2,3,1,1,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,3,2,1,7,,,,,,,,1,1,,,3,3,2,2,3,3,4,2,2,2,5,3,2,18,1,2,1,2,,2,2,,,4,1,1,5,2,5,1,1,,1,110,,,,2.23,0.20,0.45
2008-2284,Lebanon,4,1,1,1,1,10,2,5,1,4,4,5,5,5,3,5,1,1,4,2,3,3,8,1,5,2,2,1,1,,,,,,,,1,1,,,,,,,,3,4,1,3,1,2,1,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,1,2,5,2,5,,,,1,,,,,1,,,3,2,5,3,2,4,2,4,5,2,2,4,4,26,1,1,1,2,,3,2,,,4,1,1,3,1,,1,2,,1,112,,,,0.87,0.20,0.18
2008-2285,Lebanon,3,1,1,1,1,3,6,5,3,1,2,5,5,5,6,5,1,1,3,4,3,3,2,8,2,2,2,1,1,,,,,,,,,1,,,,,1,,,3,1,1,2,3,1,1,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,3,1,2,5,,,,,,,,1,1,,,3,3,2,2,3,3,4,2,2,2,4,3,2,63,1,2,1,2,,4,1,5,4,4,1,1,3,2,7,1,1,,1,113,,,,2.23,0.20,0.45
2008-2286,Lebanon,5,2,1,1,1,2,8,5,1,3,4,5,5,4,2,5,1,1,4,3,3,3,8,1,1,2,2,,1,,1,,,,,,1,,,1,,,,,,3,1,1,1,1,1,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,1,2,1,2,7,,,,,,,,1,1,,,3,5,4,3,2,4,2,1,5,3,4,4,1,45,1,2,1,2,,1,1,4,4,3,2,1,6,2,6,2,3,,2,117,,,,0.73,0.20,0.15
2008-2287,Lebanon,1,1,2,1,1,4,8,6,3,6,4,3,5,5,2,5,1,1,4,4,3,3,1,5,4,2,2,1,1,,,,,,,,1,1,,,,,,,,3,4,1,3,2,2,,,1,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,1,1,2,2,3,3,,,,1,,,,1,,,,2,2,3,2,2,1,2,1,3,3,4,3,4,17,1,1,1,2,,2,2,,,4,1,1,3,2,5,1,2,,2,127,,,,0.90,0.20,0.18
2008-2288,Lebanon,5,3,1,1,1,4,8,6,3,5,1,5,5,5,2,5,2,1,3,3,3,3,4,4,6,2,2,,,1,1,,,,,,1,,1,,,,,,,3,2,4,3,3,4,1,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,,1,,,,,,,,,,1,1,1,2,5,,,1,,,,1,,,,,2,2,3,2,2,3,3,1,5,3,1,4,4,28,1,2,1,2,,4,2,,,3,2,2,5,1,,2,2,,2,134,,,,0.90,0.20,0.18
2008-2289,Lebanon,5,1,1,1,1,10,2,5,2,5,2,6,5,5,3,5,1,1,3,4,3,3,2,6,4,2,2,1,1,,,,,,,,,1,1,,,,,,,4,1,1,1,4,1,1,1,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,1,3,1,2,5,,,,1,,,,1,,,,2,3,2,3,3,1,3,3,1,2,2,4,2,25,1,2,1,2,,3,2,,,5,2,1,3,1,,2,2,,2,147,,,,0.90,0.20,0.18
2008-2290,Lebanon,5,1,1,1,1,10,8,6,3,5,3,5,4,5,2,6,1,1,3,3,3,3,3,5,4,2,2,1,1,,,,,,,,1,,,,,,1,,,4,1,2,3,2,2,,1,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,1,1,3,1,2,5,,,,1,,,,1,,,,2,1,4,4,2,3,3,1,3,3,4,6,5,23,1,1,1,2,,3,2,,,2,1,1,3,2,5,2,2,,2,155,,,,0.90,0.20,0.18
2008-2291,Lebanon,3,1,1,1,1,2,10,5,1,4,2,5,5,4,5,5,1,1,4,3,3,3,1,1,1,2,2,1,,,1,,,,,,1,,1,,,,,,,3,4,1,1,1,1,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,1,4,5,2,5,,,,,1,,,,1,,,5,1,2,6,2,3,4,1,6,3,4,4,2,51,2,2,1,2,,2,1,4,4,4,1,1,3,2,6,1,3,,2,162,,,,0.73,0.20,0.15
2008-2292,Lebanon,5,1,1,1,1,3,6,6,3,1,2,5,5,5,3,5,1,1,2,4,2,3,2,2,3,2,2,1,1,,,,,,,,1,1,,,,,,,,3,1,1,2,3,1,1,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,3,2,3,4,,,,,1,,,,1,,,2,1,3,2,1,4,3,2,3,2,5,3,1,25,1,1,1,2,,4,2,,,4,2,1,3,2,5,2,1,,2,177,,,,2.29,0.20,0.46
2008-2293,Lebanon,3,1,1,1,1,2,8,5,1,5,3,5,5,4,2,5,1,1,2,3,3,3,4,1,1,2,2,1,,,1,,,,,,,,1,,1,,,,,3,4,1,1,4,1,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,1,4,2,4,5,,,,1,,,,,1,,,7,1,1,6,2,3,1,1,6,3,4,4,2,50,1,2,1,2,,1,1,4,4,3,1,1,3,2,6,1,3,,2,184,,,,0.73,0.20,0.15
2008-2294,Lebanon,2,1,1,1,1,3,4,5,3,1,2,5,5,5,4,5,1,1,3,4,3,3,2,4,3,2,2,,1,,,,,,,1,1,1,,,,,,,,3,1,2,2,3,2,1,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,3,5,2,5,,,,,1,,,1,,,,3,2,4,2,3,4,3,2,3,2,4,4,4,41,1,2,1,2,,4,1,3,3,3,1,2,3,2,6,1,1,,2,199,,,,2.29,0.20,0.46
2008-2295,Lebanon,5,2,1,1,1,3,10,6,3,1,2,5,5,5,4,5,1,1,3,4,3,3,7,5,4,2,2,1,1,,,,,,,,1,1,,,,,,,,3,1,1,2,3,3,1,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,3,1,2,5,,,,1,1,,,,,,,3,3,4,3,1,3,3,2,5,2,4,4,4,47,1,2,1,2,,2,1,5,5,5,1,2,6,2,6,2,1,,2,206,,,,2.29,0.20,0.46
2008-2296,Lebanon,5,1,1,1,1,8,4,5,3,5,2,3,5,5,1,5,1,1,3,2,3,3,7,5,1,2,2,1,1,,,,,,,,1,,,1,,,,,,3,4,1,3,2,3,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,1,1,,1,,,,,,,,,,1,3,3,1,5,,,,,,,,1,1,,,5,3,5,3,3,4,3,3,3,1,4,3,4,48,1,1,1,2,,2,1,3,3,3,1,1,5,2,6,2,2,,2,220,,,,0.90,0.20,0.18
2008-2297,Lebanon,3,1,1,1,1,3,10,5,3,1,2,6,5,5,4,5,1,1,1,4,3,3,7,3,4,2,2,1,1,,,,,,,,1,,,,,,1,,,3,1,1,2,3,2,1,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,,,,,1,,,1,3,1,2,5,,,,,1,,,,1,,,3,1,2,3,3,4,3,4,3,2,4,4,4,53,1,2,1,2,,2,1,4,4,4,1,1,3,2,6,1,1,,2,229,,,,2.29,0.20,0.46
2008-2298,Lebanon,5,1,1,1,1,4,10,5,3,4,4,5,5,5,6,5,1,1,2,3,2,3,5,5,8,2,2,,1,,,1,,,,,1,,,1,,,,,,3,2,4,3,2,2,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,1,3,1,2,5,,,,1,1,,,,,,,5,2,5,2,3,4,1,1,3,2,4,4,2,55,2,2,1,2,,1,1,4,4,4,1,1,4,2,6,2,2,,2,238,,,,0.90,0.20,0.18
2008-2299,Lebanon,3,1,1,1,1,4,10,5,3,3,2,5,5,5,4,5,2,1,4,3,3,3,4,4,6,2,2,,1,1,,,,,,,1,,1,,,,,,,3,1,1,3,2,2,1,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,2,2,1,5,,,,1,1,,,,,,,3,3,2,2,1,3,1,4,2,3,4,4,1,17,1,2,1,2,,2,2,,,3,1,1,6,2,5,1,3,,1,247,,,,0.71,0.20,0.14
2008-2300,Lebanon,3,1,1,1,1,10,3,5,3,4,2,5,5,5,4,4,1,1,3,3,3,3,4,8,6,2,2,1,,,1,,,,,,,1,1,,,,,,,3,4,4,3,2,2,1,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,2,4,2,5,,,,1,1,,,,,,,3,3,2,2,1,3,3,2,2,3,4,4,1,32,1,1,1,2,,4,1,2,2,2,2,1,3,1,,1,3,,1,261,,,,0.71,0.20,0.14
2008-2301,Lebanon,3,1,1,1,1,4,10,3,3,5,4,5,5,5,4,5,1,1,1,4,3,3,2,4,6,3,2,1,1,,,,,,,,1,1,,,,,,,,3,1,1,3,2,2,1,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,1,2,1,2,5,,,,,1,,,1,,,,2,3,3,2,1,3,3,2,4,3,4,6,4,20,1,1,1,2,,3,2,,,5,1,1,6,2,5,1,3,,1,282,,,,0.71,0.20,0.14
2008-2302,Lebanon,1,1,2,1,1,9,4,5,3,3,2,6,3,5,5,1,1,1,1,3,3,3,2,4,2,2,2,,1,,,1,,,,,1,,,1,,,,,,4,1,4,1,1,3,1,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,,,,,,,,,1,1,2,2,1,5,,,,,1,,,,1,,,3,2,4,2,2,4,3,4,6,4,4,4,4,35,1,1,1,2,,3,1,2,2,2,1,2,4,1,,1,4,,1,289,,,,0.63,0.20,0.13
2008-2303,Lebanon,5,1,1,1,1,8,4,5,3,3,2,6,5,5,1,5,1,1,3,3,1,3,2,4,2,2,2,1,,,1,,,,,,1,,,,,,1,,,3,1,4,3,2,3,1,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,,,,,,,1,1,4,1,2,5,,,,,1,,,,1,,,3,2,4,2,2,4,3,1,6,4,2,4,4,31,1,1,1,2,,3,2,,,5,2,1,5,1,,2,4,,1,303,,,,0.63,0.20,0.13
2008-2304,Lebanon,1,1,2,1,1,8,2,5,1,3,3,4,5,4,1,5,1,3,2,3,3,3,1,4,2,2,4,1,1,,,,,,,,1,,,,,,1,,,4,2,1,3,2,3,1,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,1,4,2,1,7,,,,1,,,,1,,,,2,2,3,2,2,4,4,1,1,3,4,6,3,39,1,2,1,2,,4,1,1,1,1,2,2,5,1,,1,4,,1,312,,,,0.63,0.20,0.13
2008-2305,Lebanon,5,1,1,1,1,10,8,5,3,4,5,5,5,5,2,5,1,1,3,1,1,3,6,2,6,2,2,1,,,1,,,,,,1,,1,,,,,,,4,2,2,5,2,3,,,1,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,1,4,2,2,5,,,,,1,,,,1,,,7,5,4,2,3,3,2,3,4,1,2,3,2,60,1,2,1,2,,3,1,5,3,3,1,1,3,2,7,2,4,,1,321,,,,0.63,0.20,0.13
2008-2306,Lebanon,5,1,1,1,1,4,8,5,3,6,5,5,5,3,2,5,1,2,3,3,3,3,6,5,1,2,2,1,1,,,,,,,,,,1,1,,,,,,3,2,4,3,1,4,,,1,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,1,,,,,,,,,,1,4,2,1,5,,,,1,,,,,1,,,2,2,3,2,4,3,1,4,1,4,2,4,1,21,1,1,1,2,,3,2,,,4,1,1,4,2,5,2,3,,1,331,,,,0.71,0.20,0.14
2008-2307,Lebanon,5,1,1,1,1,10,4,5,3,5,4,6,5,3,4,5,1,1,1,3,2,3,2,2,6,2,2,,1,,,1,,,,,1,,1,,,,,,,3,2,1,5,2,3,,,1,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,1,4,2,1,5,,,,1,,,,,1,,,7,5,4,6,3,3,2,1,4,1,4,4,2,31,1,1,1,2,,3,1,1,1,1,1,2,5,1,,2,4,,1,340,,,,0.63,0.20,0.13
2008-2308,Lebanon,3,1,1,1,1,2,8,4,1,5,2,5,5,3,3,6,2,1,3,3,3,2,5,8,4,2,2,1,,,1,,,,,,1,1,,,,,,,,3,2,1,5,1,3,,1,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,1,2,1,2,5,,,,,1,,,,1,,,2,3,2,2,4,4,1,4,4,1,4,4,3,22,1,1,1,2,,3,2,,,2,1,1,4,2,5,1,3,,2,356,,,,0.73,0.20,0.15
2008-2309,Lebanon,5,1,1,1,1,2,10,6,1,6,2,6,5,6,5,5,1,2,1,3,3,3,1,2,2,2,2,,,1,1,,,,,,1,1,,,,,,,,3,4,1,5,2,3,,1,,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,1,2,1,2,5,,,,1,,,,,1,,,3,2,3,2,3,3,2,1,5,1,2,5,1,36,1,1,1,2,,3,1,3,3,3,2,1,4,2,6,2,3,,2,365,,,,0.73,0.20,0.15
2008-2310,Lebanon,2,1,1,1,1,10,9,6,3,5,2,5,5,5,3,2,1,1,3,2,3,3,8,4,4,3,2,1,,,1,,,,,,1,,1,,,,,,,3,1,4,5,1,2,1,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,1,,,,,,,,,,2,2,5,2,5,,,,1,1,,,,,,,5,5,3,1,2,3,1,1,5,3,4,4,2,21,1,1,1,2,,3,2,,,4,1,1,4,2,5,1,3,,2,378,,,,0.73,0.20,0.15
2008-2311,Lebanon,5,1,1,1,1,2,10,5,1,5,2,5,5,5,5,4,1,1,3,3,1,3,1,2,2,2,2,1,1,,,,,,,,1,1,,,,,,,,3,4,2,5,2,3,,1,,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,2,2,2,5,5,,,,1,,,,,1,,,3,2,3,6,3,3,2,1,5,1,5,4,1,31,1,1,1,2,,5,1,2,2,2,2,1,3,1,,2,3,,2,379,,,,0.73,0.20,0.15
2008-2312,Lebanon,5,1,1,1,1,10,4,4,3,3,2,5,5,5,4,5,1,3,3,4,3,3,2,6,4,1,2,1,1,,,,,,,,1,1,,,,,,,,3,1,1,1,3,1,1,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,1,3,3,1,5,,,,,,,,1,,,1,2,2,2,3,3,3,3,4,1,2,4,4,2,37,1,1,1,2,,3,1,3,3,3,1,1,5,2,6,2,2,,2,380,,,,0.90,0.20,0.18
2008-2313,Lebanon,2,1,1,1,1,4,2,6,2,4,3,5,5,5,4,5,1,1,3,4,3,3,2,6,4,2,2,1,1,,,,,,,,1,1,,,,,,,,3,2,1,1,3,1,1,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,1,3,1,2,5,,,,,1,,,1,,,,2,2,2,4,4,3,3,4,1,2,4,3,1,26,1,1,1,2,,3,1,6,,6,2,2,5,1,,1,2,,2,384,,,,0.90,0.20,0.18
2008-2314,Lebanon,2,1,1,1,1,2,8,5,1,6,2,6,5,3,3,5,1,1,3,3,3,1,2,8,5,1,2,,1,1,,,,,,,,1,,1,,,,,,3,4,1,5,4,4,,1,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,1,1,2,1,2,7,,,,,1,,,,1,,,2,5,4,2,3,3,2,4,5,3,4,6,1,23,1,1,1,2,,3,2,,,3,1,1,4,2,5,1,3,,2,394,,,,0.73,0.20,0.15
2008-2315,Lebanon,2,1,1,1,1,8,10,5,3,5,2,5,5,5,1,5,1,1,3,2,3,3,1,1,4,2,2,,1,1,,,,,,,1,,1,,,,,,,1,1,1,3,1,4,1,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,1,2,1,2,5,,,,,,,,1,1,,,5,1,5,2,4,4,2,4,4,3,4,6,2,16,1,1,1,2,,2,2,,,3,1,1,5,2,5,1,2,,2,401,,,,0.90,0.20,0.18
2008-2316,Lebanon,2,1,1,1,1,10,2,4,1,6,4,6,5,3,4,5,1,1,2,2,3,4,6,4,4,3,2,1,,,1,,,,,,1,,1,,,,,,,4,2,1,5,1,2,1,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,1,,,,,,,,,,1,2,1,2,7,,,,1,,,,,1,,,7,2,4,3,3,4,1,4,6,3,2,4,1,33,1,1,1,2,,3,1,2,2,2,1,1,5,2,6,1,3,,2,416,,,,0.73,0.20,0.15
2008-2317,Lebanon,5,3,1,1,1,10,3,5,3,5,2,5,5,5,4,5,1,1,3,4,3,3,5,6,6,2,2,1,1,,,,,,,,1,,1,,,,,,,3,2,1,3,3,3,1,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,5,,,,1,,,,,1,,,3,2,4,4,4,1,3,4,1,1,1,4,1,62,1,2,2,2,,1,1,5,4,4,2,2,3,2,6,2,3,,2,432,,,,0.73,0.20,0.15
2008-2318,Lebanon,5,1,1,1,1,2,10,4,1,4,2,6,5,5,3,5,1,1,2,3,3,3,6,8,5,2,2,1,,,1,,,,,,1,1,,,,,,,,3,4,1,2,3,3,1,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,4,1,2,5,,,,1,,,,1,,,,2,1,4,2,1,3,2,2,4,4,4,4,3,61,2,2,1,2,,2,1,5,4,4,1,1,3,2,6,2,3,,2,433,,,,0.73,0.20,0.15
2008-2319,Lebanon,1,1,2,1,1,3,4,5,3,3,2,5,5,5,4,5,1,1,2,3,3,3,6,1,8,2,2,1,,,1,,,,,,1,1,,,,,,,,3,1,1,3,3,3,1,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,1,2,4,1,2,7,,,,,1,,,1,,,,5,1,4,2,1,4,2,4,4,3,1,4,3,54,1,2,1,2,,1,1,4,4,4,1,1,5,2,6,1,3,,2,434,,,,0.73,0.20,0.15
2008-2320,Lebanon,5,1,3,1,1,10,2,6,1,3,2,5,5,4,5,4,1,1,3,4,3,3,5,6,6,2,2,,1,,1,,,,,,1,1,,,,,,,,3,1,1,3,3,3,1,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,5,,,,,1,,,,1,,,3,3,4,2,4,4,3,2,1,1,4,4,1,63,1,2,1,2,,1,1,4,3,3,1,1,6,2,6,2,3,,2,438,,,,0.73,0.20,0.15
2008-2321,Lebanon,3,1,1,1,1,2,11,5,1,5,2,5,5,5,4,5,1,1,3,3,3,3,5,6,5,2,2,1,,,1,,,,,,1,1,,,,,,,,3,1,1,3,3,3,1,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,4,1,2,7,,,,,1,,,,1,,,2,3,4,2,1,3,3,2,4,2,4,5,1,55,1,2,1,2,,2,1,4,4,4,1,1,3,2,6,1,3,,2,448,,,,0.73,0.20,0.15
2008-2322,Lebanon,3,1,1,1,1,4,10,5,3,4,2,5,5,5,4,5,1,1,3,2,3,3,8,6,5,2,2,1,1,,,,,,,,1,1,,,,,,,,3,1,1,3,3,3,1,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,2,4,1,2,5,,,,,,,,1,1,,,2,1,5,3,3,3,3,4,4,2,4,6,2,56,1,2,1,2,,2,1,4,4,4,2,1,5,2,6,1,3,,2,455,,,,0.73,0.20,0.15
2008-2323,Lebanon,2,1,1,1,1,2,4,5,1,3,2,5,5,4,4,6,1,1,3,3,3,2,5,1,1,2,2,,1,,1,,,,,,,1,1,,,,,,,3,2,1,3,2,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,1,2,5,2,5,,,,1,,,,,1,,,5,1,4,2,3,1,3,2,2,2,1,4,1,61,1,2,1,2,,3,1,4,3,3,2,1,6,2,7,1,3,,1,468,,,,0.71,0.20,0.14
2008-2324,Lebanon,1,1,1,1,1,10,4,6,3,5,4,3,5,3,4,5,1,1,3,2,2,3,6,1,4,2,2,1,1,,,,,,,,,1,,,1,,,,,3,1,1,3,4,4,1,1,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,2,1,2,5,,,,,,,,1,1,,,7,5,5,2,2,3,2,1,2,1,2,4,2,16,1,1,1,2,,2,2,,,3,1,1,6,2,5,1,2,,1,477,,,,0.87,0.20,0.18
2008-2325,Lebanon,1,1,2,1,1,10,4,5,3,3,2,5,5,5,4,5,1,1,4,3,3,3,5,1,1,2,2,1,1,,,,,,,,,1,1,,,,,,,3,1,2,3,2,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,1,2,1,2,5,,,,1,,,,,1,,,5,1,4,2,3,1,3,2,2,2,2,4,1,33,1,1,1,2,,3,1,1,1,1,1,1,5,1,,1,3,,1,479,,,,0.71,0.20,0.14
2008-2326,Lebanon,5,1,1,1,1,2,10,6,1,5,2,5,5,4,4,3,1,1,3,2,3,3,4,4,6,2,2,1,,,1,,,,,,1,,1,,,,,,,3,1,1,3,3,4,1,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,,1,,,,,,,,,,1,1,1,2,5,,,,,,1,1,,,,,2,3,3,2,4,3,4,1,1,4,4,4,4,36,1,2,1,2,,2,1,2,2,2,1,1,3,1,,2,2,,1,480,,,,0.87,0.20,0.18
