ID#,q0,q999,q1000,q1001,q1002,q1003,q1004,q1005,q10000,q701,q702,q703,q704,q705,q706,q706b_2,q706b_3,q7060,q707,q934,q708,q921,q922,q601,q903,q54,q55,q56,q57,q58,q59,q60,q61,q62,q63,q64,q65,q66,q67,q68,q69,q70,q71,q72,q73,q74,q75,q76,q77,q78,q79,q80,q81,q82,q83,q84,q85,q86,q87,q88,q89,q90,q91,q92,q93,q94,q95,q96,q97,q98,q99,q100,q101,q102,q103,q104,q105,q106,q107,q108,q109,q110,q111,q112,q113,q114,q115,q116,q117,q118a,q118b,q120,q121,q122,q123,q124a,q124b,q125a,q125b,q126,q127,q128,q129,q130,q131,q132,q133,wt,wt2,wt3
2005-1997,Lebanon,3,,,5,,,,,45,1,2,1,2,2,,,,3,2,1,2,2,2.00,1.00,1,1,2,3,5,3,3,4,5,5,5,5,5,,,7,,,,,,,,,,,,9,,,,,,,,,,1,2,2,1,3,2,2,2,4,4,4,1,2,5,5,5,3,4,3,5,3,5,2,1,2,2,1,1,3,1,6,1,1,1,2,3,11,43,31,1,1,1,3,4,4,1.00,0.22,0.22
2005-1998,Lebanon,3,,,5,,,,,19,1,1,2,2,2,,,,4,1,1,3,2,1.00,2.00,1,1,4,6,5,5,6,1,6,2,6,5,6,,,5,,,,,,4,,,,,,7,,,,,,6,,,,1,3,3,1,1,4,3,3,4,1,1,1,1,5,5,5,6,1,1,5,1,5,2,1,3,3,2,1,4,3,6,1,1,2,1,2,3,1,5,1,1,1,2,2,1,2.05,0.22,0.44
2005-1999,Lebanon,3,,,5,,,,,22,1,1,2,2,2,,,,3,3,1,2,2,1.00,1.00,1,1,3,4,5,3,1,1,5,5,5,3,5,,,7,,,,,,,,,,,,7,,,,,,4,,,,3,2,3,1,3,3,2,3,3,4,5,1,2,4,5,5,5,2,2,5,4,5,2,1,2,2,3,1,3,4,5,1,2,1,2,12,3,43,1,1,1,1,2,4,3,1.66,0.22,0.36
2005-2000,Lebanon,3,,,5,,,,,24,1,1,1,2,2,,,,4,1,1,3,2,1.00,2.00,1,1,4,2,5,1,5,1,5,5,4,5,5,,,7,,,,,,,,,,,,7,,,,,,1,,,,2,3,3,2,2,4,2,3,4,4,4,1,2,5,5,5,1,1,1,5,5,5,2,1,2,2,2,1,4,3,6,1,2,1,2,2,3,101,1,1,1,2,1,2,1,2.05,0.22,0.44
2005-2001,Lebanon,3,,,5,,,,,56,1,2,1,2,2,,,,4,2,1,3,2,2.00,2.00,1,1,2,4,5,1,5,1,5,5,5,5,5,,,4,,,,,,1,,,,,,7,,,,,,5,,,,1,2,2,2,2,4,2,3,4,4,4,1,2,5,5,5,3,3,2,5,5,5,2,1,2,1,3,1,3,3,6,1,2,1,2,11,3,26,1,1,1,2,1,4,3,1.24,0.22,0.27
2005-2002,Lebanon,3,,,5,,,,,58,1,2,1,2,2,,,,4,2,1,8,1,2.00,2.00,1,1,2,4,5,1,4,1,5,5,5,4,4,,,4,,,,,,1,,,,,,9,,,,,,,,,,1,2,2,2,2,4,2,2,4,4,4,1,2,5,5,4,3,3,3,5,5,5,2,1,1,1,3,1,2,3,6,1,2,1,2,6,3,26,1,1,1,2,1,4,3,1.24,0.22,0.27
2005-2003,Lebanon,3,,,5,,,,,23,1,1,1,2,2,,,,4,1,2,4,2,1.00,2.00,1,1,2,11,5,1,5,5,5,5,5,5,5,,,7,,,,,,,,,,,,7,,,,,,8,,,,2,2,2,2,2,2,1,1,8,1,1,1,2,4,5,4,4,4,4,5,5,5,2,1,1,1,3,1,5,3,6,2,2,2,1,2,11,1,1,1,1,1,4,4,6,1.08,0.22,0.24
2005-2004,Lebanon,3,,,5,,,,,49,1,1,1,1,1,,,2,5,3,2,5,1,2.00,2.00,1,1,2,4,5,1,5,2,5,5,5,5,5,,,7,,,,,,,,,,,,7,,,,,,9,,,,2,2,2,2,2,2,2,2,8,1,1,1,2,3,5,3,4,3,3,5,5,5,2,2,2,2,3,1,5,3,6,2,2,1,2,2,3,26,1,1,1,1,4,4,6,0.66,0.22,0.14
2005-2005,Lebanon,3,,,2,,,,,33,1,2,2,2,2,,,,3,2,2,2,1,2.00,1.00,1,1,4,8,5,2,5,3,5,5,5,2,3,,,3,,,,,,7,,,,,,9,,,,,,,,,,2,2,3,1,2,4,3,3,2,4,4,1,2,5,4,2,5,3,3,4,3,4,2,1,2,2,2,1,2,1,6,1,1,1,2,3,12,101,1,2,2,2,5,2,2,0.53,0.22,0.12
2005-2006,Lebanon,3,,,1,,,,,29,1,2,2,2,2,,,,2,2,2,2,1,1.00,1.00,1,1,2,8,3,2,5,4,5,5,5,2,5,,,7,,,,,,,,,,,,1,,,,,,9,,,,5,2,3,1,3,2,4,3,2,4,4,1,2,4,3,4,5,4,3,3,4,5,2,2,2,3,3,2,3,1,4,2,2,4,5,3,6,101,101,2,2,2,4,2,6,0.88,0.22,0.19
2005-2007,Lebanon,3,,,2,,,,,25,2,2,1,2,2,,,,3,1,2,5,1,1.00,1.00,1,1,4,10,5,2,5,2,5,5,5,5,5,,,3,,,,,,6,,,,,,5,,,,,,8,,,,2,3,3,1,2,2,2,3,4,5,4,1,2,2,4,4,1,2,2,5,3,2,2,1,2,2,1,4,5,3,2,2,2,5,4,3,2,1,6,1,4,4,1,2,4,0.88,0.22,0.19
2005-2008,Lebanon,3,,,2,,,,,46,1,1,2,2,2,,,,3,1,1,4,1,2.00,1.00,1,1,2,4,5,1,5,2,5,5,5,5,5,,,7,,,,,,,,,,,,9,,,,,,,,,,3,3,3,1,1,2,2,2,1,1,1,1,2,5,3,3,5,5,5,5,3,3,1,3,1,1,1,5,,1,1,2,2,4,5,3,2,12,3,2,1,1,5,1,6,1.00,0.22,0.22
2005-2009,Lebanon,3,,,2,,,,,22,1,1,1,2,1,,,1,4,1,2,6,2,1.00,2.00,1,1,2,4,5,1,5,1,5,5,5,5,5,,,7,,,,,,,,,,,,9,,,,,,,,,,4,3,3,1,4,2,1,1,1,1,1,1,1,5,2,1,5,5,5,2,5,1,1,2,1,1,1,5,,1,1,2,2,4,5,2,3,18,2,1,1,1,4,1,6,1.08,0.22,0.24
2005-2010,Lebanon,3,,,2,,,,,31,1,1,1,2,2,,,,6,1,2,7,2,2.00,2.00,1,1,2,4,6,1,5,2,6,5,6,6,6,,,3,,,,,,4,,,,,,5,,,,,,6,,,,4,2,2,1,3,1,1,1,8,4,1,1,2,3,3,3,4,5,4,2,4,4,1,1,1,1,2,2,5,1,2,2,2,4,5,3,2,1,2,2,1,4,1,2,6,0.66,0.22,0.14
2005-2011,Lebanon,3,,,2,,,,,35,1,2,1,2,2,,,,1,2,2,4,2,2.00,1.00,1,1,2,4,6,1,5,2,6,5,5,6,6,,,3,,,,,,4,,,,,,6,,,,,,5,,,,4,2,2,1,2,1,1,1,4,4,1,1,2,3,2,5,4,4,4,3,3,3,1,3,1,1,1,5,,3,2,2,2,4,5,3,2,1,2,2,1,4,1,1,6,0.53,0.22,0.12
2005-2012,Lebanon,3,,,2,,,,,31,1,1,1,2,2,,,,2,1,2,3,2,2.00,1.00,1,1,2,4,3,1,5,2,4,5,4,4,4,,,4,,,,,,3,,,,,,6,,,,,,5,,,,2,2,2,1,2,1,1,1,1,1,1,1,2,4,3,3,4,5,5,1,4,1,1,4,1,1,1,5,,1,2,2,2,4,5,2,3,18,2,2,1,4,1,1,6,0.53,0.22,0.12
2005-2013,Lebanon,3,,,2,,,,,24,1,1,1,2,2,,,,4,1,2,8,2,1.00,2.00,1,1,2,4,6,1,5,2,6,5,6,6,6,,,3,,,,,,4,,,,,,5,,,,,,6,,,,3,2,2,1,3,1,1,1,1,1,1,1,2,5,2,3,4,5,4,2,3,2,1,2,1,1,1,5,,1,2,2,2,4,5,3,2,1,9,2,1,4,1,1,6,1.08,0.22,0.24
2005-2014,Lebanon,3,,,2,,,,,19,1,1,1,2,2,,,,4,1,2,6,2,1.00,2.00,1,1,2,4,5,1,5,2,5,5,5,5,5,,,3,,,,,,4,,,,,,5,,,,,,6,,,,4,2,2,1,2,1,1,1,8,1,1,1,2,4,3,3,5,5,4,2,3,2,1,2,1,1,1,2,5,1,2,2,2,4,5,2,11,18,2,1,1,4,1,1,6,1.08,0.22,0.24
2005-2015,Lebanon,3,,,2,,,,,30,1,1,2,2,2,,,,3,1,2,3,1,2.00,1.00,1,1,2,9,5,1,5,3,5,5,5,4,2,,,3,,,,,,4,,,,,,5,,,,,,6,,,,4,2,2,1,1,1,1,1,1,1,1,1,1,3,3,2,4,5,5,2,2,1,1,1,1,4,1,5,,3,7,2,2,5,6,3,2,18,101,1,1,1,5,1,6,0.53,0.22,0.12
2005-2016,Lebanon,3,,,2,,,,,24,1,2,1,2,2,,,,6,2,2,3,1,1.00,2.00,1,1,2,4,5,1,5,2,5,5,5,4,3,,,3,,,,,,4,,,,,,5,,,,,,6,,,,3,2,2,1,1,2,1,1,4,4,4,1,2,1,3,3,4,5,5,2,3,1,1,3,1,4,1,6,,4,2,2,2,5,4,3,2,1,9,1,1,1,6,1,6,1.08,0.22,0.24
2005-2017,Lebanon,3,,,2,,,,,55,1,2,2,2,2,,,,1,2,2,3,1,2.00,1.00,1,1,2,4,5,1,5,2,5,5,5,5,5,,,3,,,,,,4,,,,,,10,,,,,,,,,,4,2,2,1,3,1,1,1,1,1,1,1,1,4,3,3,5,5,5,2,3,2,1,3,1,1,1,5,,1,1,2,2,4,5,2,11,2,16,2,1,4,1,1,6,0.53,0.22,0.12
2005-2018,Lebanon,3,,,2,,,,,30,1,1,1,2,2,,,,2,1,2,4,1,2.00,1.00,1,1,2,4,5,1,5,2,5,5,5,4,3,,,3,,,,,,4,,,,,,3,,,,,,4,,,,4,2,2,1,1,1,1,1,1,1,1,1,2,1,2,3,4,4,5,2,2,1,1,2,1,1,1,2,5,1,1,2,2,5,10,3,2,18,16,2,1,1,4,1,6,0.53,0.22,0.12
2005-2019,Lebanon,3,,,2,,,,,19,1,1,2,2,2,,,,4,1,2,3,2,1.00,2.00,1,1,2,11,5,1,5,4,5,5,5,4,4,,,3,,,,,,4,,,,,,6,,,,,,3,,,,1,2,2,2,2,1,1,1,1,1,1,1,1,5,1,3,4,5,5,1,4,2,1,1,1,1,1,2,5,1,1,2,2,5,4,2,11,18,2,2,1,1,4,1,6,1.08,0.22,0.24
2005-2020,Lebanon,3,,,2,,,,,20,1,1,2,2,2,,,,3,1,2,3,2,1.00,1.00,1,1,2,4,5,1,5,2,5,5,5,5,5,,,3,,,,,,4,,,,,,5,,,,,,6,,,,3,2,2,1,1,1,1,1,1,1,1,1,1,5,3,4,5,5,5,2,2,4,1,4,1,1,1,2,5,3,2,2,2,5,4,2,11,19,6,1,1,1,,1,6,0.88,0.22,0.19
2005-2021,Lebanon,3,,,1,,,,,61,1,1,2,2,1,,,4,3,2,2,4,1,2.00,1.00,1,1,2,4,5,1,5,2,5,5,5,5,5,,,7,,,,,,,,,,,,9,,,,,,,,,,3,3,3,3,4,2,2,2,1,1,4,1,3,5,4,4,4,4,4,4,4,2,1,3,1,3,4,6,,4,3,2,2,5,12,3,2,1,16,1,1,1,5,6,6,0.53,0.22,0.12
2005-2022,Lebanon,3,,,1,,,,,27,1,1,1,2,1,,,5,5,1,2,7,2,1.00,2.00,1,1,2,4,5,1,4,1,5,5,5,5,3,,,5,,,,,,2,,,,,,9,,,,,,,,,,4,2,2,1,1,2,2,1,1,4,4,1,2,5,3,3,5,5,5,3,4,1,1,2,1,1,1,5,,1,1,2,2,5,4,2,3,1,2,2,1,1,4,4,6,1.08,0.22,0.24
2005-2023,Lebanon,3,,,1,,,,,22,1,1,2,2,2,,,,3,1,1,3,2,1.00,1.00,1,1,2,11,6,1,6,6,6,6,6,6,6,,,4,,,,,,7,,,,,,9,,,,,,,,,,2,2,2,1,2,3,2,1,3,4,4,1,1,5,6,5,5,6,4,6,4,4,3,2,1,2,2,9,,2,6,1,1,7,5,2,3,101,101,1,4,5,,1,1,1.66,0.22,0.36
2005-2024,Lebanon,3,,,1,,,,,30,1,1,1,2,1,,,2,4,1,2,4,2,2.00,2.00,1,1,2,8,5,1,5,3,5,5,5,2,3,,,5,,,,,,1,,,,,,9,,,,,,,,,,4,3,3,1,3,1,1,1,1,1,1,1,1,5,3,3,5,5,5,3,5,1,1,2,1,1,3,5,,1,1,2,2,4,5,2,12,18,2,1,1,1,4,1,6,0.66,0.22,0.14
2005-2025,Lebanon,3,,,3,,,,,35,1,2,1,2,2,,,,2,2,2,2,1,2.00,1.00,1,1,2,9,5,1,5,4,5,5,4,4,1,,,3,,,,,,5,,,,,,7,,,,,,6,,,,4,3,3,2,1,2,1,1,1,1,1,1,3,5,5,5,4,4,4,2,3,2,3,3,3,3,3,1,5,3,1,2,2,5,4,2,3,1,2,1,1,1,4,1,6,0.53,0.22,0.12
2005-2026,Lebanon,3,,,4,,,,,32,2,2,1,2,2,,,,3,2,2,2,1,2.00,1.00,1,1,4,2,5,2,4,2,5,5,5,5,5,,,3,,,,,,7,,,,,,6,,,,,,5,,,,4,2,2,1,1,5,3,3,8,5,5,1,3,5,6,6,6,6,6,5,6,6,2,1,2,2,2,1,2,3,7,1,1,2,4,3,12,43,31,2,1,1,6,2,6,0.53,0.22,0.12
2005-2027,Lebanon,3,,,3,,,,,20,1,1,2,2,2,,,,3,1,1,3,1,1.00,1.00,1,1,2,4,5,1,3,1,5,5,5,4,4,,,1,,,,,,7,,,,,,5,,,,,,6,,,,4,2,2,1,1,4,2,3,4,4,4,1,2,4,5,5,3,3,3,5,5,5,2,3,2,2,3,1,4,3,2,2,2,4,2,3,12,1,1,1,1,2,6,6,,1.66,0.22,0.36
2005-2028,Lebanon,3,,,5,,,,,29,1,2,1,2,2,,,,4,2,1,2,1,1.00,2.00,1,1,2,4,5,1,5,2,5,5,5,5,5,,,7,,,,,,,,,,,,7,,,,,,8,,,,1,2,2,1,2,4,2,2,4,4,2,1,2,5,5,5,3,3,3,5,5,5,2,1,2,2,3,1,2,2,6,1,2,2,,3,11,26,1,1,1,2,3,4,3,2.05,0.22,0.44
2005-2029,Lebanon,3,,,2,,,,,57,1,2,1,2,2,,,,3,2,1,3,1,2.00,1.00,1,1,2,8,4,1,3,3,5,5,5,2,3,,,1,,,,,,3,,,,,,9,,,,,,,,,,4,3,3,1,1,2,2,2,4,1,6,1,2,2,3,3,4,4,4,3,4,2,3,2,1,1,1,6,,1,7,3,2,1,4,2,6,9,9,2,1,1,2,1,6,1.00,0.22,0.22
2005-2030,Lebanon,3,,,2,,,,,43,1,2,2,2,2,,,,2,2,2,2,2,2.00,1.00,1,1,2,4,5,1,3,2,5,4,4,3,2,,,3,,,,,,6,,,,,,7,,,,,,5,,,,4,3,3,3,1,4,3,3,4,4,6,1,2,2,4,3,3,2,2,4,3,2,3,3,3,3,3,6,,3,2,1,2,1,4,3,11,1,14,1,1,1,4,2,6,0.53,0.22,0.12
2005-2031,Lebanon,3,,,2,,,,,37,1,2,1,2,2,,,,4,2,2,3,2,2.00,2.00,1,1,2,9,4,1,3,2,5,5,5,3,1,,,7,,,,,,,,,,,,9,,,,,,,,,,4,3,1,1,1,2,2,4,4,8,1,1,2,2,3,4,4,3,2,3,1,3,2,2,3,1,3,6,,1,1,1,2,4,1,3,11,6,8,2,1,1,4,3,6,0.66,0.22,0.14
2005-2032,Lebanon,3,,,2,,,,,26,1,1,1,2,2,,,,4,1,2,5,2,1.00,2.00,1,1,2,4,5,2,4,3,5,5,5,4,4,,,7,,,,,,,,,,,,9,,,,,,,,,,4,1,1,1,1,3,2,3,4,1,4,1,2,2,4,3,4,3,2,4,3,2,3,3,1,1,3,6,,1,1,1,1,1,7,3,2,1,7,1,1,1,2,2,6,1.08,0.22,0.24
2005-2033,Lebanon,3,,,2,,,,,22,1,1,1,2,2,,,,6,1,2,8,1,1.00,2.00,1,1,11,,5,5,5,5,5,5,5,5,5,,,7,,,,,,,,,,,,6,,,,,,5,,,,4,4,4,4,4,2,1,1,1,4,4,1,3,6,5,5,5,5,5,6,5,6,4,3,3,4,4,9,,4,7,3,3,4,1,2,3,5,9,2,5,1,4,2,6,1.08,0.22,0.24
2005-2034,Lebanon,3,,,5,,,,,27,2,1,1,2,2,,,,4,2,2,3,2,1.00,2.00,1,1,2,1,3,1,5,5,5,5,5,5,5,,,4,,,,,,3,,,,,,6,,,,,,7,,,,3,3,3,4,4,2,2,3,1,4,4,1,2,3,5,5,3,3,2,5,1,5,2,1,2,2,2,2,3,3,2,3,3,4,1,2,12,18,9,1,1,1,4,1,6,1.08,0.22,0.24
2005-2035,Lebanon,3,,,5,,,,,44,2,2,1,2,2,,,,1,2,2,3,2,2.00,1.00,1,1,2,9,5,1,5,4,4,5,5,5,3,,,7,,,,,,,,,,,,9,,,,,,,,,,1,3,3,3,3,2,2,4,6,1,4,1,2,4,5,3,1,2,2,4,2,4,3,1,3,3,2,2,3,2,7,2,2,1,4,3,2,1,9,1,1,2,1,6,6,0.53,0.22,0.12
2005-2036,Lebanon,3,,,1,,,,,27,1,1,2,2,2,,,,3,1,1,5,2,1.00,1.00,1,1,8,7,5,5,5,5,5,5,1,1,2,,,7,,,,,,,,,,,,6,,,,,,2,,,,4,1,2,3,1,4,3,3,4,5,5,1,2,3,5,5,1,1,1,2,3,2,1,1,1,1,1,9,,1,5,2,2,1,9,3,12,101,101,1,1,1,5,2,6,1.66,0.22,0.36
2005-2037,Lebanon,3,,,1,,,,,54,1,1,1,2,2,,,,3,2,2,4,2,2.00,1.00,1,1,8,2,4,1,5,5,5,5,4,1,5,,,3,,,,,,7,,,,,,3,,,,,,8,,,,4,2,2,1,1,1,1,2,6,8,6,1,1,3,5,5,5,5,5,5,5,5,1,2,1,1,1,6,,1,1,2,2,1,4,11,2,2,23,2,1,4,1,4,6,0.53,0.22,0.12
2005-2038,Lebanon,3,,,1,,,,,26,1,1,2,2,2,,,,3,1,1,4,2,1.00,1.00,1,1,2,8,5,1,3,2,5,5,5,1,3,,,3,,,,,,5,,,,,,9,,,,,,,,,,4,4,4,1,1,2,2,2,3,1,1,1,1,3,5,5,5,4,4,4,4,3,2,1,1,2,1,2,4,1,2,1,2,1,,3,12,1,101,2,1,1,3,2,6,1.66,0.22,0.36
2005-2039,Lebanon,3,,,1,,,,,52,1,1,1,2,2,,,,4,2,1,6,1,2.00,2.00,1,1,4,8,4,5,5,1,5,5,3,2,5,,,1,,,,,,4,,,,,,5,,,,,,9,,,,1,1,2,2,2,2,2,3,8,4,6,1,2,3,5,5,4,2,2,5,3,5,2,2,1,1,1,1,3,1,3,1,2,1,,3,2,36,29,1,1,2,1,5,6,1.24,0.22,0.27
2005-2040,Lebanon,3,,,5,,,,,24,2,1,1,2,2,,,,4,1,2,8,2,1.00,2.00,1,1,2,4,4,1,5,1,5,5,5,4,5,,,3,,,,,,4,,,,,,6,,,,,,7,,,,2,2,2,1,1,1,2,1,1,1,4,1,1,5,5,2,4,5,5,5,3,6,2,1,1,1,3,2,3,1,7,3,3,4,1,2,3,9,2,1,1,1,4,2,3,1.08,0.22,0.24
2005-2041,Lebanon,3,,,5,,,,,25,2,1,1,2,2,,,,4,1,2,3,1,1.00,2.00,1,1,10,4,5,4,5,1,5,5,5,4,5,,,7,,,,,,,,,,,,6,,,,,,7,,,,1,2,2,3,4,3,4,4,5,5,4,1,2,4,3,4,1,2,2,5,1,5,2,1,2,3,2,1,3,3,5,2,2,1,15,11,3,18,8,1,1,4,2,6,6,1.08,0.22,0.24
2005-2042,Lebanon,3,,,4,,,,,33,1,2,2,2,2,,,,6,2,1,3,2,2.00,2.00,1,1,2,4,5,1,3,1,5,5,5,3,5,,,1,,,,,,2,,,,,,6,,,,,,3,,,,1,2,2,1,1,2,2,3,8,4,5,1,2,5,5,5,1,1,1,5,1,2,2,1,2,3,2,1,2,3,6,1,1,1,,3,12,101,101,1,1,1,2,2,,1.24,0.22,0.27
2005-2043,Lebanon,3,,,4,,,,,23,1,1,2,2,2,,,,4,1,1,3,2,1.00,2.00,1,1,2,4,5,1,5,2,5,5,5,3,5,,,2,,,,,,3,,,,,,2,,,,,,1,,,,1,2,3,1,1,5,2,3,8,4,4,1,2,5,5,5,1,1,1,5,3,4,2,1,3,3,2,1,2,3,5,3,3,1,4,3,12,101,101,1,1,1,6,2,,2.05,0.22,0.44
2005-2044,Lebanon,3,,,4,,,,,54,1,2,1,2,2,,,,3,2,1,3,1,2.00,1.00,1,1,2,4,5,1,3,1,5,5,5,2,5,,,2,,,,,,5,,,,,,2,,,,,,1,,,,1,3,3,1,1,2,2,3,8,4,4,1,2,5,5,5,1,1,1,5,1,3,2,1,2,3,2,1,3,3,5,2,2,1,,3,12,101,101,1,1,1,2,2,6,1.00,0.22,0.22
2005-2045,Lebanon,3,,,4,,,,,31,1,2,1,2,2,,,,4,1,2,3,2,2.00,2.00,1,1,2,9,5,1,5,3,5,5,5,3,1,,,3,,,,,,4,,,,,,3,,,,,,4,,,,3,2,2,1,1,1,1,1,1,1,1,1,2,3,6,6,1,1,1,3,1,6,1,1,1,3,2,1,2,3,3,2,2,4,1,3,12,101,101,1,1,1,4,2,,0.66,0.22,0.14
2005-2046,Lebanon,3,,,4,,,,,38,1,1,2,2,2,,,,3,2,2,3,2,2.00,1.00,1,1,2,4,5,1,5,1,5,5,5,3,3,,,3,,,,,,1,,,,,,3,,,,,,6,,,,2,2,2,2,2,2,1,3,1,1,4,3,2,3,5,6,5,5,5,6,5,3,2,1,1,1,2,1,3,1,3,2,2,1,4,2,3,42,101,1,1,1,4,2,,0.53,0.22,0.12
2005-2047,Lebanon,3,,,2,,,,,28,1,2,2,2,2,,,,3,2,2,3,2,1.00,1.00,1,1,2,4,4,1,4,1,5,5,5,2,2,,,3,,,,,,4,,,,,,3,,,,,,6,,,,4,2,2,1,2,2,2,3,4,4,4,1,2,3,5,5,5,4,4,4,4,2,1,1,1,3,2,1,2,3,3,2,2,1,,3,2,43,31,1,1,1,2,2,,0.88,0.22,0.19
2005-2048,Lebanon,3,,,4,,,,,51,1,2,1,2,2,,,,3,3,2,3,2,2.00,1.00,1,1,2,4,5,1,4,1,5,5,5,3,3,,,1,,,,,,3,,,,,,3,,,,,,6,,,,2,2,2,1,2,2,2,1,1,4,4,1,2,3,5,5,5,4,4,4,4,2,2,1,1,1,2,1,2,3,3,2,2,1,4,3,2,1,31,1,1,1,2,2,,0.53,0.22,0.12
2005-2049,Lebanon,3,,,4,,,,,101,1,2,1,2,2,,,,3,1,2,3,1,2.00,1.00,1,1,2,9,5,1,4,3,5,5,5,3,1,,,3,,,,,,4,,,,,,3,,,,,,4,,,,2,2,2,1,2,1,1,1,1,1,1,1,2,6,5,2,5,5,5,3,5,2,2,3,1,2,2,1,2,1,3,2,2,4,1,2,3,43,31,1,1,1,4,2,,0.53,0.22,0.12
2005-2050,Lebanon,3,,,4,,,,,36,1,2,1,2,2,,,,3,1,2,2,2,2.00,1.00,1,1,2,9,5,1,5,3,5,5,5,3,1,,,3,,,,,,4,,,,,,3,,,,,,6,,,,4,2,2,1,1,1,1,1,1,1,1,1,2,3,3,3,5,4,4,4,4,4,2,1,1,3,2,1,2,1,1,2,2,4,1,2,3,43,31,1,1,1,5,1,,0.53,0.22,0.12
2005-2051,Lebanon,3,,,4,,,,,28,1,2,1,2,2,,,,4,1,2,3,2,1.00,2.00,1,1,2,9,1,5,4,3,6,5,3,5,1,,,3,,,,,,4,,,,,,3,,,,,,4,,,,4,2,2,2,3,2,1,1,1,1,1,1,2,5,4,4,5,5,5,4,4,2,2,1,2,2,2,1,2,1,1,2,2,4,1,2,3,43,31,4,1,1,4,1,,1.08,0.22,0.24
2005-2052,Lebanon,3,,,4,,,,,37,2,2,1,2,2,,,,3,3,2,2,2,2.00,1.00,1,1,2,4,6,2,6,6,6,6,6,6,6,,,3,,,,,,7,,,,,,5,,,,,,4,,,,5,3,3,2,3,5,3,3,4,4,4,1,2,5,5,5,1,1,1,5,4,4,2,1,3,2,2,1,,3,6,3,3,1,4,3,11,43,31,1,1,1,2,6,6,0.53,0.22,0.12
2005-2053,Lebanon,3,,,4,,,,,26,1,2,1,2,2,,,,4,2,2,3,2,1.00,2.00,1,1,2,3,5,1,1,2,6,5,5,2,5,,,3,,,,,,4,,,,,,3,,,,,,6,,,,5,2,2,1,1,1,2,3,1,1,1,1,2,5,5,5,5,5,5,4,4,4,1,2,1,1,2,5,,1,1,2,2,1,4,3,12,43,31,1,1,1,4,2,,1.08,0.22,0.24
2005-2054,Lebanon,3,,,4,,,,,40,1,2,2,2,2,,,,3,1,1,3,2,2.00,1.00,1,1,2,4,5,1,4,1,5,5,5,3,3,,,1,,,,,,4,,,,,,9,,,,,,,,,,1,2,2,1,1,2,2,3,4,4,4,1,2,5,5,5,3,3,3,5,1,3,2,1,1,1,2,1,2,1,3,2,2,1,,3,11,43,1,1,1,1,2,2,,1.00,0.22,0.22
2005-2055,Lebanon,3,,,4,,,,,47,1,2,1,2,2,,,,3,3,1,2,2,2.00,1.00,1,1,2,10,5,1,4,3,5,5,5,3,4,,,1,,,,,,3,,,,,,9,,,,,,,,,,1,2,2,1,2,2,2,3,5,5,5,1,2,5,5,5,3,3,3,5,3,3,2,1,3,3,2,1,2,1,3,2,2,1,,3,6,43,8,1,1,1,2,2,,1.00,0.22,0.22
2005-2056,Lebanon,3,,,4,,,,,27,1,1,2,2,2,,,,4,1,1,3,2,1.00,2.00,1,1,2,4,5,1,4,1,5,5,5,3,4,,,1,,,,,,2,,,,,,9,,,,,,,,,,1,2,2,1,1,2,2,3,8,5,5,1,2,5,5,5,3,3,3,5,3,1,2,1,2,3,2,1,2,3,5,2,2,1,,3,12,43,1,1,1,1,2,2,,2.05,0.22,0.44
2005-2057,Lebanon,3,,,4,,,,,42,1,2,1,2,1,,,7,5,1,1,4,2,2.00,2.00,1,1,2,10,5,1,5,3,5,5,5,3,3,,,1,,,,,,3,,,,,,1,,,,,,3,,,,1,2,2,1,2,2,2,3,4,4,4,1,2,5,5,5,3,3,3,4,3,2,4,1,4,1,2,1,2,3,3,2,1,1,,3,6,43,1,1,1,1,2,2,,1.24,0.22,0.27
2005-2058,Lebanon,3,,,4,,,,,29,1,2,1,2,2,,,,3,2,2,3,2,1.00,1.00,1,1,2,4,6,2,1,3,6,6,6,6,6,,,3,,,,,,4,,,,,,5,,,,,,6,,,,1,3,3,1,1,3,2,2,8,4,4,1,2,5,5,5,5,2,2,2,2,3,2,1,2,2,2,1,3,3,7,1,1,1,4,3,11,43,31,2,1,1,2,2,,0.88,0.22,0.19
2005-2059,Lebanon,3,,,4,,,,,36,2,1,2,2,2,,,,4,2,2,8,2,2.00,2.00,1,1,11,,6,6,6,6,6,6,6,6,6,,,7,,,,,,,,,,,,5,,,,,,3,,,,3,2,2,1,1,2,3,3,1,4,4,1,2,5,5,5,6,6,5,5,5,6,2,1,4,3,2,2,3,3,7,2,2,1,4,3,11,43,31,1,1,1,6,6,,0.66,0.22,0.14
2005-2060,Lebanon,3,,,4,,,,,34,1,2,1,2,2,,,,3,2,2,3,2,2.00,1.00,1,1,2,4,6,2,5,3,6,6,6,6,6,,,4,,,,,,3,,,,,,4,,,,,,6,,,,1,2,3,1,1,3,3,3,8,8,5,1,2,5,5,5,5,5,4,4,4,4,2,1,2,3,2,1,3,3,5,1,1,1,4,3,11,1,1,2,1,1,2,2,,0.53,0.22,0.12
2005-2061,Lebanon,3,,,4,,,,,48,1,2,2,2,2,,,,2,1,1,3,2,2.00,1.00,1,1,4,3,6,1,3,2,5,5,5,5,5,,,1,,,,,,2,,,,,,6,,,,,,9,,,,1,3,3,1,3,4,3,3,8,8,5,1,2,5,5,5,5,5,4,5,1,5,2,1,2,2,2,1,3,3,5,1,1,1,4,3,11,4,28,2,1,1,2,2,1,1.00,0.22,0.22
