ID#,q0,q1000,q117,q118,q119,q120,q121,q122,q123,q124,q125,q51,q52,q53,q54,q55,q56,q57,q58,q59,q60,q61,q62,q63,q64,q65,q66,q67,q68,q69,q70,q71,q72,q73,q74,q75,q76,q77,q78,q79,q80,q81,q82,q83,q84,q85,q86,q87,q88,q89,q90,q91,q92,q93,q94,q95,q96,q97,q98,q99,q100,q101,q102,q103,q104,st105_1,st105_2,q106,q107,q108,q109,q110,q111,q112,q113,q114,q115,q116,wt,wt2,wt3
2004-1901,UAE,2,36,1,1,,5,1,1,4,1,1,1,1,1,8,1,1,8,1,4,4,3,4,4,4,1,4,7,,2,5,1,2,1,2,2,3,2,4,1,2,2,1,1,4,5,5,5,1,1,1,5,1,5,2,1,2,2,2,4,2,2,12,3,,,9,1,3,3,2,4,1,3,3,3,3,1.00,0.09,0.09
2004-1902,UAE,2,36,1,1,,4,1,1,3,1,1,1,2,4,7,4,4,7,3,3,2,1,1,2,4,3,3,5,,,,3,3,1,2,1,2,4,4,2,2,1,1,3,,5,5,5,1,1,1,5,2,5,2,1,2,3,2,4,4,3,7,3,,,3,2,1,3,1,3,3,3,3,3,2,1.00,0.09,0.09
2004-1903,UAE,2,36,1,2,,4,1,1,3,2,1,1,6,7,7,,,,1,1,4,4,3,3,1,4,4,6,,4,6,3,2,2,2,3,2,2,4,2,2,2,1,3,,5,5,5,1,1,1,5,2,5,2,1,2,2,2,2,4,2,12,3,,,8,1,3,3,2,3,3,2,2,2,2,1.00,0.09,0.09
2004-1904,UAE,2,36,1,1,,3,1,2,2,1,1,1,1,4,8,4,3,8,,,,1,,,3,2,,4,3,3,1,1,2,1,2,2,2,2,4,2,2,1,1,2,4,3,5,5,2,1,1,5,2,5,2,1,2,2,2,6,1,2,10,3,,,11,2,3,3,2,4,2,2,2,2,3,1.00,0.09,0.09
2004-1905,UAE,2,36,1,1,,4,1,1,6,1,1,1,1,7,8,7,1,8,4,4,4,3,4,4,1,1,3,3,1,2,3,2,1,1,2,1,1,3,2,2,2,1,4,2,3,4,4,4,4,4,4,4,4,4,2,2,2,2,2,4,1,3,5,3,,,9,1,4,3,2,2,2,1,1,1,2,1.00,0.09,0.09
2004-1906,UAE,1,36,1,1,,5,1,1,6,1,1,1,2,4,10,4,1,1,3,4,4,3,4,4,3,3,4,5,,,,3,3,1,2,1,3,2,4,2,3,1,6,3,,5,5,5,1,1,1,5,1,5,2,1,3,3,2,1,4,3,1,3,,,10,1,5,3,1,3,2,2,1,1,2,1.00,0.09,0.09
2004-1907,UAE,2,36,1,1,,3,1,1,2,1,1,1,2,4,7,7,2,,,,,3,,,4,2,,6,,7,,1,1,1,2,2,1,4,5,2,3,2,1,2,2,,,,,,,,,,2,1,2,2,2,4,1,2,11,3,,,9,2,1,2,3,3,2,3,3,2,2,1.00,0.09,0.09
2004-1908,UAE,1,36,1,1,,5,1,1,6,1,1,1,1,4,3,4,3,3,5,5,1,1,5,5,3,2,5,5,5,7,7,3,3,1,3,1,1,2,3,2,2,3,3,3,,5,5,5,1,1,2,5,1,5,2,1,3,2,3,2,1,4,9,3,,,10,2,1,3,1,3,2,2,2,2,2,1.00,0.09,0.09
2004-1909,UAE,1,36,1,1,,4,2,1,6,1,1,1,2,4,8,4,3,8,4,4,4,3,4,4,3,3,4,3,4,6,1,4,2,1,2,2,2,2,4,2,2,2,3,2,1,5,5,5,1,1,1,5,1,3,2,1,1,2,2,3,1,2,2,3,,,9,2,1,3,1,2,2,1,1,1,1,1.00,0.09,0.09
2004-1910,UAE,2,36,1,1,,5,1,1,2,1,1,1,1,4,3,5,4,7,2,4,3,1,1,5,1,1,5,2,1,5,4,2,2,1,3,1,1,3,4,2,2,2,1,1,2,5,5,5,1,1,1,5,1,5,2,1,2,2,2,4,1,3,1,1,,,10,2,2,2,3,4,1,3,3,3,1,1.00,0.09,0.09
2004-1911,UAE,1,36,1,1,,5,1,1,5,1,1,1,2,4,3,3,3,3,5,5,1,1,5,5,5,5,5,4,4,1,7,1,2,1,2,1,2,2,4,2,2,2,1,2,4,5,6,1,1,6,5,1,1,1,2,1,2,3,2,2,1,3,2,3,,,10,2,1,3,1,4,3,3,3,3,2,1.00,0.09,0.09
2004-1912,UAE,2,35,1,1,,4,1,1,4,1,1,1,1,7,7,4,3,8,5,5,5,1,5,5,3,2,5,3,1,3,4,1,3,1,3,3,3,4,4,3,1,1,2,2,5,5,5,5,2,2,1,5,5,5,2,1,2,2,4,2,3,1,12,3,,,10,2,3,3,2,4,1,3,3,2,2,1.00,0.09,0.09
2004-1913,UAE,1,35,1,1,,3,1,1,3,2,1,1,1,4,10,4,5,8,3,3,4,1,4,4,2,1,4,4,4,1,6,2,2,1,2,2,2,1,4,2,2,2,1,2,2,5,5,5,1,1,1,5,1,5,2,1,2,2,2,3,2,1,11,3,,,1,1,4,3,1,4,2,2,4,2,2,1.00,0.09,0.09
2004-1914,UAE,2,35,1,1,,5,1,2,3,2,1,1,1,8,4,4,3,8,,2,,2,,,1,1,,3,2,5,6,5,2,1,2,1,1,1,5,2,2,3,3,3,,,5,1,1,1,1,5,1,1,3,1,3,3,4,2,1,4,6,3,,,9,1,1,1,4,3,3,4,4,4,2,1.00,0.09,0.09
2004-1915,UAE,1,35,1,1,,5,1,1,6,1,1,1,1,8,4,8,3,4,2,2,3,1,4,4,2,1,2,4,3,9,9,2,2,2,2,2,2,2,3,2,2,2,3,3,5,5,5,5,2,1,2,5,1,5,2,1,2,2,2,6,3,2,12,3,,,10,2,1,3,2,3,3,4,4,4,2,1.00,0.09,0.09
2004-1916,UAE,2,35,1,1,,4,1,1,4,1,2,1,2,7,8,7,1,8,4,4,4,4,4,4,2,3,4,6,,7,,1,2,1,2,2,1,2,2,2,2,3,3,3,3,5,5,5,5,5,5,5,5,5,2,1,2,2,2,3,1,2,1,3,,,7,2,3,1,2,4,3,3,3,3,2,1.00,0.09,0.09
2004-1917,UAE,1,35,1,1,,4,1,1,5,1,1,1,1,4,7,4,3,,,,1,,,3,5,,,,,,,2,1,1,3,2,1,2,2,2,2,3,4,3,,5,5,2,1,1,1,3,1,5,2,3,2,2,1,3,2,2,3,4,,,10,2,3,1,3,3,3,2,2,2,2,1.00,0.09,0.09
2004-1918,UAE,1,35,1,1,,4,1,1,6,1,1,1,1,4,7,7,2,7,,,,1,,,1,1,,7,5,1,6,4,3,1,2,2,1,4,3,3,2,6,6,3,,4,5,5,2,1,1,3,1,4,2,1,2,,2,2,1,2,2,2,,,10,2,1,3,1,3,2,3,2,2,2,1.00,0.09,0.09
2004-1919,UAE,2,35,1,1,,4,1,1,5,2,1,1,2,10,10,10,3,10,3,3,4,4,4,4,2,4,4,6,5,6,5,3,2,2,2,3,3,2,4,2,2,1,3,2,3,4,5,5,2,2,2,5,3,5,2,1,2,2,2,2,3,2,12,3,,,6,1,2,3,2,4,2,2,2,2,3,1.00,0.09,0.09
2004-1920,UAE,2,35,1,2,,3,1,1,2,1,1,1,1,4,1,4,5,1,1,4,4,1,3,4,3,4,4,4,4,7,,1,2,2,2,1,2,2,3,2,3,3,1,3,,5,5,5,1,1,1,5,1,5,2,1,2,3,1,3,3,2,4,,,,10,1,1,3,2,2,1,3,3,3,2,1.00,0.09,0.09
2004-1921,UAE,2,35,1,1,,4,1,2,3,2,1,1,2,8,4,8,1,4,3,3,3,1,4,1,2,2,2,5,,,,2,3,1,2,2,2,2,4,3,3,1,1,2,3,5,5,5,2,2,2,5,2,5,2,1,3,3,2,2,3,2,1,3,,,10,1,5,2,1,3,3,3,1,1,2,1.00,0.09,0.09
2004-1922,UAE,2,35,1,1,,4,1,1,5,2,1,1,1,7,4,7,4,4,2,1,3,1,1,2,1,2,3,3,1,5,9,2,2,2,2,2,2,2,4,2,2,1,3,2,4,5,5,5,1,1,1,5,4,5,2,1,2,2,2,4,3,2,10,3,,,3,2,3,3,2,3,,4,4,4,2,1.00,0.09,0.09
2004-1923,UAE,2,35,1,1,,4,1,1,2,1,2,1,2,4,8,4,1,8,,,,,,,,,,5,,7,6,1,1,2,,2,2,2,3,,2,3,1,1,4,6,5,,,,,,,,4,4,2,3,4,7,1,1,9,3,,,10,2,2,1,3,3,,4,4,4,2,1.00,0.09,0.09
2004-1924,UAE,2,35,1,1,,4,1,1,3,1,1,1,1,1,3,4,2,1,3,2,4,1,4,4,2,4,4,6,,2,2,1,1,1,1,1,1,4,2,2,2,1,3,3,,5,5,5,1,1,1,5,1,5,2,1,2,2,2,2,3,2,5,3,,,1,2,3,3,2,2,2,2,2,2,2,1.00,0.09,0.09
2004-1925,UAE,1,35,1,1,,4,1,1,6,1,1,1,2,4,8,4,3,8,5,5,5,1,4,5,1,2,5,4,5,7,7,1,3,1,3,1,1,2,3,2,2,2,3,3,,5,5,5,1,2,2,5,1,5,2,1,2,2,2,3,1,2,1,3,,,10,2,1,3,5,3,2,3,4,3,2,1.00,0.09,0.09
2004-1926,UAE,1,35,1,1,,6,1,1,5,1,1,1,1,1,8,1,2,1,1,4,4,4,4,4,1,1,4,1,1,4,4,3,1,1,1,1,3,2,1,2,2,3,3,2,3,5,5,5,1,1,1,5,1,5,2,1,3,3,3,4,1,2,1,1,,,7,1,1,1,3,1,2,1,1,1,2,1.00,0.09,0.09
2004-1927,UAE,1,35,1,1,,4,1,1,5,1,1,1,1,1,2,1,2,8,1,2,4,2,4,4,2,2,4,1,5,4,1,2,1,1,2,2,3,3,2,2,2,1,3,1,3,5,5,5,1,1,1,5,5,5,2,1,3,3,3,2,2,2,1,2,,,10,2,1,1,3,1,1,1,1,1,1,1.00,0.09,0.09
2004-1928,UAE,1,35,1,1,,3,1,1,7,1,1,1,1,4,8,4,1,4,,,,1,,,,,,5,,7,,1,3,1,3,3,2,2,5,2,2,3,1,3,,5,5,5,1,1,1,5,5,5,2,1,2,2,3,2,1,2,12,3,,,8,3,1,1,1,4,3,2,2,2,2,1.00,0.09,0.09
2004-1929,UAE,1,35,1,1,,4,1,1,6,1,1,1,1,8,4,8,3,4,4,4,4,1,4,4,2,1,4,4,4,3,4,1,2,1,3,1,2,2,4,2,2,2,1,2,4,5,5,5,1,1,1,5,1,5,2,1,2,2,2,2,1,2,10,3,,,10,4,3,3,2,4,1,2,2,2,2,1.00,0.09,0.09
2004-1930,UAE,2,34,1,1,,5,1,1,2,1,1,1,1,4,9,4,3,4,1,3,3,1,1,,1,1,1,1,3,1,1,1,1,1,2,1,1,2,2,2,2,1,3,1,2,5,5,5,1,1,1,5,1,5,2,1,3,2,2,1,1,1,1,1,,,9,2,2,2,3,4,2,2,2,2,1,1.00,0.09,0.09
2004-1931,UAE,1,34,1,1,,4,1,1,5,2,1,1,2,2,10,7,1,,3,2,4,4,4,4,2,2,4,6,,7,,2,3,4,3,3,3,4,3,2,2,2,1,3,,5,5,5,1,1,1,5,1,5,2,1,2,2,2,2,1,2,12,1,,,10,2,3,3,1,4,2,3,3,3,2,1.00,0.09,0.09
2004-1932,UAE,2,34,1,1,,5,1,1,3,1,1,1,1,8,4,7,3,8,3,3,1,1,4,4,1,1,4,3,1,4,5,1,2,1,2,2,1,3,6,3,2,1,6,4,,,5,5,3,4,4,5,5,5,2,2,4,3,2,3,2,4,9,3,,,9,2,3,3,2,5,2,2,2,4,3,1.00,0.09,0.09
2004-1933,UAE,1,34,1,1,,4,1,1,5,2,1,1,1,7,8,8,4,7,4,5,4,4,5,5,1,2,5,4,5,6,7,1,3,1,3,3,3,4,3,2,2,2,3,3,,4,5,5,1,1,2,5,1,5,2,1,2,2,2,2,1,4,1,3,,,5,2,3,1,3,3,1,3,4,4,2,1.00,0.09,0.09
2004-1934,UAE,1,34,1,1,,4,2,1,4,2,1,1,1,1,4,3,3,3,1,,3,1,,,1,,,6,5,1,1,1,4,1,4,1,4,3,6,2,4,3,1,4,,1,4,3,3,6,6,2,2,1,3,3,,,2,3,3,2,13,,,,1,2,1,1,,,2,2,2,2,3,1.00,0.09,0.09
2004-1935,UAE,1,34,1,1,,3,2,1,4,2,1,1,3,11,11,11,6,11,5,5,5,5,5,5,5,5,5,6,6,7,7,3,3,1,3,3,2,2,4,2,2,2,1,3,4,6,5,5,1,1,1,5,1,1,3,1,3,3,2,2,1,2,1,3,,,7,2,1,3,3,4,3,3,3,3,2,1.00,0.09,0.09
2004-1936,UAE,2,34,1,2,,4,1,1,2,1,1,1,1,4,8,4,2,8,4,4,1,1,1,3,1,1,4,6,,7,,1,3,1,2,1,2,3,4,2,2,4,1,3,,5,5,5,1,1,1,5,1,5,2,1,2,2,2,1,1,2,11,3,,,9,2,3,2,3,3,1,3,3,3,2,1.00,0.09,0.09
2004-1937,UAE,2,34,1,1,,4,1,1,3,1,1,1,5,4,7,4,2,7,4,4,4,3,4,4,3,4,4,6,,7,,5,3,1,4,4,4,4,3,3,3,2,1,4,,4,5,5,1,1,1,5,1,5,2,1,3,3,2,2,4,3,12,3,,,10,4,5,3,2,3,2,2,1,1,3,1.00,0.09,0.09
2004-1938,UAE,1,34,1,1,,5,1,1,6,1,1,1,1,7,8,7,2,8,1,2,3,2,4,4,1,1,1,6,,4,9,2,2,2,2,2,3,2,4,2,2,1,3,2,3,5,5,5,2,1,1,5,3,5,2,1,2,2,2,2,3,2,12,3,,,10,2,1,3,2,3,3,4,4,4,2,1.00,0.09,0.09
2004-1939,UAE,1,34,1,2,,3,2,1,3,1,1,1,1,4,7,7,,1,5,5,5,4,5,5,4,4,5,6,6,7,5,2,3,1,2,3,3,4,4,3,3,6,1,3,,5,5,5,2,1,1,5,2,5,3,3,4,4,2,3,1,4,13,5,,,10,4,2,6,2,5,5,2,2,2,2,1.00,0.09,0.09
2004-1940,UAE,2,33,1,1,,4,1,1,2,1,1,1,2,7,8,7,1,8,4,4,4,3,4,4,1,1,3,1,4,7,1,1,1,1,1,1,3,2,4,1,2,1,1,2,3,5,5,5,1,1,1,5,1,5,2,1,2,2,2,2,1,1,11,3,,,7,3,1,1,3,4,1,2,2,2,2,1.00,0.09,0.09
2004-1941,UAE,2,33,1,1,,4,1,1,3,1,1,1,1,4,1,4,3,8,1,2,3,1,4,4,1,1,4,4,5,1,7,1,3,1,3,1,2,2,3,2,2,2,1,1,3,5,5,5,1,1,1,5,1,5,2,1,2,1,3,3,1,2,12,1,,,2,2,3,3,1,3,2,2,2,4,2,1.00,0.09,0.09
2004-1942,UAE,2,33,1,2,,5,2,1,7,1,1,1,1,4,8,4,1,4,3,3,2,1,1,2,2,2,4,4,4,7,6,1,1,1,2,2,2,3,3,2,2,1,1,2,2,3,1,1,1,1,1,1,1,1,2,2,2,2,2,3,1,2,4,1,,,3,2,3,3,3,2,2,2,3,3,3,1.00,0.09,0.09
2004-1943,UAE,1,33,1,2,,3,1,1,4,2,1,1,1,8,10,8,4,10,2,3,3,1,3,3,3,1,1,6,,7,,2,2,1,2,2,2,2,3,2,3,1,1,4,,5,5,5,2,2,2,5,2,5,2,1,3,3,2,1,3,2,12,3,,,10,4,5,3,2,3,2,4,1,1,2,1.00,0.09,0.09
2004-1944,UAE,1,33,1,1,,4,1,1,2,2,1,1,2,8,3,8,3,3,3,4,2,2,3,3,2,2,2,5,,,,1,2,1,2,1,3,4,3,3,3,1,1,4,,5,5,5,1,1,2,5,1,5,2,1,3,3,2,2,4,2,1,3,,,10,4,5,3,2,4,2,3,1,1,2,1.00,0.09,0.09
2004-1945,UAE,1,33,1,1,,5,1,1,6,1,1,1,1,10,10,10,4,4,2,4,4,1,4,4,1,1,1,1,3,9,4,3,3,1,4,1,3,2,3,3,3,1,6,2,3,5,5,5,2,2,2,5,4,5,2,1,3,3,2,2,4,2,12,3,,,10,2,5,3,2,3,2,2,1,1,2,1.00,0.09,0.09
2004-1946,UAE,1,33,1,1,,4,1,1,5,2,1,1,2,8,1,1,2,2,2,2,4,2,4,4,2,2,4,6,,4,1,3,1,1,2,1,3,2,3,2,2,2,6,3,,4,5,5,2,2,2,5,2,5,2,1,2,3,2,2,1,2,12,3,,,10,2,1,3,2,2,3,2,1,1,2,1.00,0.09,0.09
2004-1947,UAE,2,33,1,1,,4,1,1,5,1,1,1,1,4,10,4,3,7,4,4,4,1,4,4,4,4,4,4,4,7,,2,3,1,3,1,4,2,4,2,2,3,3,2,3,5,5,5,2,2,1,5,1,3,2,1,3,3,2,3,3,2,11,3,,,9,2,1,3,2,3,1,2,2,2,2,1.00,0.09,0.09
2004-1948,UAE,2,33,1,1,,4,1,1,6,2,1,1,1,8,7,7,1,9,3,3,4,3,4,4,3,4,4,3,1,3,2,2,1,1,2,1,1,3,2,2,2,1,4,3,,4,4,4,3,3,3,4,3,3,2,1,2,2,2,2,3,2,7,3,,,9,1,3,3,1,2,3,1,1,1,1,1.00,0.09,0.09
2004-1949,UAE,1,33,1,1,,3,1,1,4,2,1,1,2,8,9,8,3,9,3,3,4,2,3,4,4,1,2,6,,7,,5,3,1,2,2,4,4,3,3,3,3,1,3,,5,5,5,2,2,2,5,3,5,2,1,3,3,2,2,4,2,12,3,,,10,1,5,3,2,3,2,2,1,1,2,1.00,0.09,0.09
2004-1950,UAE,2,33,1,1,,4,1,1,3,1,1,1,1,4,8,4,3,8,3,4,4,2,4,4,3,1,4,5,,,,2,3,1,3,3,1,1,4,2,2,2,1,3,,5,5,5,1,1,1,5,1,5,2,1,2,2,2,1,2,2,11,1,,,9,2,1,2,3,3,3,2,3,2,2,1.00,0.09,0.09
2004-1951,UAE,2,33,1,1,,4,1,2,5,1,1,1,1,4,8,4,3,1,3,2,4,1,4,3,2,1,4,5,,,,1,2,1,2,1,1,4,4,2,2,3,3,2,3,5,5,3,1,1,1,5,1,1,2,1,3,3,3,2,3,1,2,3,,,6,1,1,1,5,3,2,2,2,2,1,1.00,0.09,0.09
2004-1952,UAE,2,33,1,1,,4,1,1,1,2,1,1,1,4,3,4,4,3,1,,1,1,,,1,1,,6,4,7,7,3,2,1,2,2,2,2,4,2,2,2,1,2,4,5,5,5,1,1,1,5,5,5,2,1,2,2,2,2,1,2,9,3,,,10,3,1,3,5,4,2,3,3,3,2,1.00,0.09,0.09
2004-1953,UAE,1,33,1,1,,3,1,1,3,2,1,1,1,7,8,8,2,1,3,4,4,3,4,4,1,1,4,1,5,4,7,2,4,1,2,2,3,2,5,2,2,1,3,2,4,5,5,5,3,3,3,5,3,5,2,1,2,2,2,2,4,2,12,2,,,10,1,1,1,5,1,1,1,1,1,2,1.00,0.09,0.09
2004-1954,UAE,1,33,1,1,,4,1,1,6,1,1,1,1,7,2,4,3,7,2,3,4,3,4,2,2,3,1,1,2,1,4,2,2,1,2,2,1,3,2,2,2,1,3,3,,2,5,5,2,2,2,5,1,5,2,1,2,2,2,3,1,2,2,3,,,4,2,2,2,3,3,2,2,3,2,2,1.00,0.09,0.09
2004-1955,UAE,1,33,1,1,,4,1,1,5,1,1,1,1,8,7,7,1,8,4,4,4,3,3,4,1,1,3,6,5,1,4,1,1,1,1,1,1,3,2,2,2,1,6,2,2,2,5,5,2,2,2,5,2,3,2,1,1,3,1,1,2,1,1,3,,,10,1,1,3,1,2,2,2,2,2,2,1.00,0.09,0.09
2004-1956,UAE,1,32,2,1,,4,1,1,6,1,1,1,1,4,8,4,3,8,2,2,3,1,5,5,2,2,5,4,4,1,4,2,1,1,1,1,2,2,4,2,2,1,1,2,2,5,5,4,1,1,1,5,5,5,2,1,2,2,2,1,2,2,10,1,,,1,2,3,3,2,4,1,3,2,2,2,1.00,0.09,0.09
2004-1957,UAE,2,32,1,1,,4,1,1,2,1,1,1,1,4,7,8,4,7,1,,,1,3,,2,4,,6,5,4,2,2,3,1,2,4,2,4,3,3,2,2,3,2,1,5,5,5,6,1,3,4,5,5,4,3,4,2,2,1,4,4,1,3,,,4,2,3,3,2,3,2,2,4,3,2,1.00,0.09,0.09
2004-1958,UAE,1,32,1,1,,4,1,1,4,1,1,1,1,4,4,3,1,4,1,3,1,1,3,2,4,1,3,3,1,2,5,1,2,1,3,1,2,2,3,2,3,1,3,2,3,,5,5,2,2,1,5,1,1,2,1,2,2,2,2,1,2,9,3,,,2,2,2,3,2,3,2,2,2,2,2,1.00,0.09,0.09
2004-1959,UAE,1,32,1,1,,4,1,1,7,1,1,1,2,7,8,7,2,8,4,5,5,3,5,5,1,2,5,6,,1,4,1,2,1,3,3,1,4,4,2,2,1,1,2,3,5,5,5,1,1,1,5,1,5,2,1,3,2,3,3,2,2,12,4,,,10,1,1,1,3,4,1,3,3,3,2,1.00,0.09,0.09
2004-1960,UAE,1,32,1,1,,4,1,1,6,1,1,1,1,7,4,7,1,1,2,1,1,2,1,1,3,3,1,6,1,7,2,1,1,1,1,1,2,3,3,2,2,3,1,2,2,3,4,5,4,1,3,5,2,5,2,1,2,2,2,1,4,1,1,3,,,1,2,2,2,1,4,1,2,1,2,2,1.00,0.09,0.09
2004-1961,UAE,2,32,1,1,,4,1,1,3,2,1,1,5,11,11,11,,11,4,4,4,4,4,4,4,4,4,6,,6,4,5,4,1,4,4,3,4,4,1,3,1,6,3,,5,5,2,2,2,5,2,5,5,2,1,2,3,2,4,4,2,13,,,,5,1,1,3,2,5,4,4,4,4,2,1.00,0.09,0.09
2004-1962,UAE,2,32,1,1,,4,1,1,6,1,1,1,1,7,4,7,1,4,4,4,4,3,4,4,1,4,4,3,5,4,1,1,2,1,2,1,2,2,4,2,2,3,1,2,3,5,5,5,1,1,1,4,4,5,2,1,2,2,2,4,1,2,12,2,,,10,2,3,3,2,2,3,2,2,2,2,1.00,0.09,0.09
2004-1963,UAE,1,32,1,1,,4,1,1,6,2,1,1,1,8,7,8,2,7,2,2,3,1,3,3,1,1,4,1,4,4,6,2,2,2,2,2,2,2,4,2,2,1,3,1,4,5,5,5,2,1,1,5,3,5,2,1,2,2,2,6,3,2,12,3,,,10,1,3,3,2,4,3,4,4,4,2,1.00,0.09,0.09
2004-1964,UAE,2,32,1,1,,5,1,1,2,1,1,1,1,8,4,10,3,4,4,4,3,1,2,5,4,1,2,4,3,2,3,2,2,1,3,2,1,3,3,2,2,1,3,2,2,5,5,5,1,1,1,5,1,5,2,1,2,2,2,2,1,2,4,3,,,10,2,1,3,2,3,3,3,2,2,1,1.00,0.09,0.09
2004-1965,UAE,1,32,1,1,,4,1,1,6,1,1,1,2,7,4,7,3,7,,,,3,,,3,3,,6,6,7,7,1,3,1,3,3,2,4,5,2,2,2,1,3,3,5,5,4,4,1,3,3,1,5,2,1,3,3,2,1,4,3,12,3,,,10,2,3,3,1,3,2,3,2,2,1,1.00,0.09,0.09
2004-1966,UAE,1,31,1,1,,4,1,1,4,2,1,1,2,10,1,4,3,7,3,4,5,3,4,4,3,4,4,5,,,,2,2,4,3,3,3,2,3,3,2,3,3,2,,6,3,1,5,5,5,6,5,5,2,1,2,2,2,3,1,2,13,3,,,10,1,2,3,1,3,3,2,2,3,2,1.00,0.09,0.09
2004-1967,UAE,2,31,1,1,,4,2,1,5,2,1,1,1,4,8,8,3,1,1,4,1,1,1,1,1,1,4,1,3,4,2,1,2,1,3,1,2,2,4,2,2,2,1,3,,5,5,5,1,1,5,5,1,5,2,1,2,2,2,3,2,2,1,3,,,1,2,3,3,2,4,2,2,2,2,2,1.00,0.09,0.09
2004-1968,UAE,1,31,1,1,,4,1,1,6,1,1,1,1,4,10,4,3,10,4,4,4,1,4,4,4,1,4,4,5,7,9,2,2,2,2,1,3,2,4,2,2,3,1,3,,5,5,5,1,1,1,5,1,5,2,1,3,3,2,2,2,3,11,3,,,10,4,3,3,2,4,1,3,3,4,2,1.00,0.09,0.09
2004-1969,UAE,1,31,1,1,,5,1,1,6,1,1,1,1,4,8,4,2,8,4,4,4,1,4,4,4,1,4,4,5,7,,1,3,3,3,1,2,2,4,2,2,2,1,2,4,,4,5,1,1,1,5,1,5,2,1,2,2,2,4,1,2,9,3,,,10,2,1,3,1,4,1,2,3,3,2,1.00,0.09,0.09
2004-1970,UAE,1,31,1,1,,3,1,1,5,1,1,1,1,8,7,8,6,9,3,5,5,3,5,4,1,1,1,4,2,3,2,2,4,1,3,3,2,2,4,2,2,2,1,4,,,5,5,1,3,1,5,5,5,2,1,2,3,2,3,1,3,8,4,,,9,3,3,1,1,4,3,3,4,4,3,1.00,0.09,0.09
2004-1971,UAE,1,31,1,1,,2,1,1,5,1,1,1,2,1,4,7,2,8,4,5,5,2,5,5,2,4,4,2,3,2,4,1,3,3,3,2,3,3,3,2,3,3,1,4,2,1,5,5,1,1,1,3,1,5,3,1,3,3,2,2,1,1,12,3,,,9,2,4,3,2,3,3,2,2,3,2,1.00,0.09,0.09
2004-1972,UAE,2,30,1,1,,4,1,1,3,2,1,1,1,10,4,4,1,10,4,4,4,2,4,4,4,4,4,6,,7,,2,2,1,3,3,2,2,4,2,2,3,1,3,,3,5,5,5,1,1,5,1,5,2,1,2,2,2,2,1,2,13,3,,,7,2,3,3,2,4,5,2,2,2,2,1.00,0.09,0.09
2004-1973,UAE,2,30,1,1,,3,1,1,7,1,1,1,1,4,1,8,2,7,5,5,5,5,5,5,5,5,5,6,6,7,8,2,4,1,4,1,1,4,4,2,3,5,3,2,3,5,3,2,2,2,5,6,1,6,2,1,1,4,2,2,4,1,1,3,,,2,2,5,5,3,2,1,4,4,4,2,1.00,0.09,0.09
2004-1974,UAE,1,30,1,1,,4,1,1,6,2,1,2,3,4,8,4,5,7,4,4,4,4,4,4,4,4,4,6,5,5,1,2,1,1,1,1,2,3,4,2,2,3,3,3,,5,5,5,1,1,1,5,1,5,2,1,2,2,2,4,1,2,1,1,,,8,1,,3,2,2,2,2,2,2,2,1.00,0.09,0.09
2004-1975,UAE,2,30,1,1,,5,1,1,3,1,1,1,1,7,8,7,3,8,4,4,4,1,4,4,1,1,4,3,5,1,4,1,1,1,2,1,3,4,3,1,1,3,6,2,2,4,3,4,5,5,5,2,5,1,3,3,1,1,3,3,4,1,2,3,,,10,2,4,5,1,1,3,2,2,1,2,1.00,0.09,0.09
2004-1976,UAE,1,30,1,1,,4,1,1,6,1,1,1,1,4,7,3,5,4,1,3,1,1,4,4,3,4,4,6,,1,4,1,4,1,3,1,1,3,3,2,3,2,3,4,,5,2,5,2,3,2,5,1,5,2,1,2,2,3,2,3,2,9,4,,,10,1,1,1,2,3,1,2,2,2,2,1.00,0.09,0.09
2004-1977,UAE,1,30,1,1,,3,1,1,5,2,1,1,5,8,4,8,4,4,1,1,4,3,4,4,1,3,3,6,,9,9,2,2,2,2,3,2,2,4,2,3,2,1,2,3,5,5,5,1,1,1,5,2,5,2,1,2,2,2,2,4,2,10,3,,,10,3,1,3,1,4,3,2,2,4,2,1.00,0.09,0.09
2004-1978,UAE,1,30,1,2,,4,1,1,6,1,1,1,2,4,4,4,1,4,1,1,4,1,4,4,1,4,1,6,,4,6,2,2,2,2,2,2,2,4,1,2,3,3,3,,4,5,5,3,1,2,5,2,5,2,1,2,2,2,3,1,2,12,1,,,10,1,3,3,1,3,3,2,2,2,2,1.00,0.09,0.09
2004-1979,UAE,2,30,1,1,,4,1,1,4,1,1,1,1,4,8,4,4,8,4,4,4,1,4,4,2,2,4,5,,,,1,3,1,3,3,2,2,4,2,3,2,1,4,,6,5,3,1,1,1,5,1,5,2,1,2,2,2,4,2,2,1,1,,,10,,2,3,1,4,1,3,2,4,3,1.00,0.09,0.09
2004-1980,UAE,1,30,2,1,,4,1,1,5,1,1,1,2,4,10,4,3,4,,,,5,,,,,,4,5,7,6,1,1,2,4,1,2,2,4,2,3,2,3,2,2,4,5,5,1,1,1,5,3,5,2,1,2,2,2,2,1,2,12,1,,,11,2,1,3,2,3,3,2,3,4,1,1.00,0.09,0.09
