"dataset","country_id","country","initial_observations.x","final_observations.x","original_variables","substantive_variables","final_variables.x","dup_observations_at_85.x","dup_observations_at_90.x","dup_observations_at_95.x","dup_observations_at_100.x","varlist","initial_observations.y","final_observations.y","orig_dat_vars","substantive_dat_vars","final_variables.y","dup_observations_at_85.y","dup_observations_at_90.y","dup_observations_at_95.y","dup_observations_at_100.y","comp_at_85","comp_at_90","comp_at_95","comp_at_100"
"pewglobalattitudes_2007",40,"russia",1002,1002,961,583,141,35,20,13,2,"Q1 Q2 Q3 Q4 Q5_1 Q6A Q6B Q6C Q7 Q8 Q9 Q10 Q11 Q13 Q14A Q14B Q14C Q14D Q14E Q14F Q14G Q14H Q14I Q14J Q14K Q15 Q16A Q16B Q16C Q16D Q16E Q16F Q16G Q16H Q16S Q16T Q16U Q16V Q18 Q19A Q19B Q19C Q19D Q20 Q21 Q23A Q23B Q23C Q23D Q23E Q23F Q23G Q23H Q24",1002,1002,961,581,140,35,20,13,2,TRUE,TRUE,TRUE,TRUE
"pewglobalattitudes_2007",41,"senegal",700,700,961,583,158,2,2,2,0,"Q1 Q2 Q3 Q4 Q5_1 Q6A Q6B Q6C Q7 Q8 Q9 Q10 Q11 Q12 Q13 Q14A Q14B Q14C Q14D Q14E Q14F Q14G Q14H Q14I Q14J Q14K Q15 Q16A Q16B Q16C Q16D Q16E Q16F Q16G Q16H Q16I Q16J Q16K Q16L Q16M Q16N Q18 Q19A Q19B Q19C Q19D Q20 Q21 Q23A Q23B Q23C Q23D Q23E Q23F",700,700,961,581,157,2,2,2,0,TRUE,TRUE,TRUE,TRUE
"pewglobalattitudes_2007",42,"slovakia_form_a",450,450,961,583,73,0,0,0,0,"Q1 Q2 Q3 Q4 Q6A Q6B Q6C Q7 Q16A Q16B Q16C Q16D Q16E Q16F Q16G Q16H Q16S Q16T Q16U Q16V Q18 Q20 Q21 Q23A Q23B Q23C Q23D Q23E Q23F Q23G Q23H Q25 Q26 Q27 Q28 Q29 Q30 Q31 Q32 Q33 Q34 Q35 Q36 Q37 Q44SLO Q46 Q47 Q48 Q49 Q50 Q57 Q61 Q62 Q63 Q64 Q65 Q9",450,450,961,581,72,0,0,0,0,TRUE,TRUE,TRUE,TRUE
"pewglobalattitudes_2007",43,"slovakia_form_b",450,450,961,583,90,0,0,0,0,"Q1 Q2 Q3 Q4 Q5_1 Q8 Q9 Q10 Q11 Q13 Q14A Q14B Q14C Q14D Q14E Q14F Q14G Q14H Q14I Q14J Q14K Q15 Q16A Q16B Q16C Q16D Q16E Q16F Q16G Q16H Q16S Q16T Q16U Q16V Q19A Q19B Q19C Q19D Q24A Q24B Q24C Q24D Q24E Q24F Q24G Q38 Q39 Q40 Q41A Q41B Q42 Q43 Q44SL",450,450,961,581,89,0,0,0,0,TRUE,TRUE,TRUE,TRUE
"pewglobalattitudes_2007",44,"south africa",1000,1000,961,583,149,4,0,0,0,"Q1 Q2 Q3 Q4 Q5_1 Q5_2 Q6A Q6B Q6C Q7 Q8 Q9 Q10 Q11 Q12 Q13 Q14A Q14B Q14C Q14D Q14E Q14F Q14G Q14H Q14I Q14J Q14K Q15 Q16A Q16B Q16C Q16D Q16E Q16F Q16G Q16H Q16I Q16J Q16K Q16L Q18 Q19A Q19B Q19C Q19D Q20 Q21 Q23A Q23B Q23C Q23D Q23E Q23F Q23G",1000,1000,961,581,158,4,0,0,0,TRUE,TRUE,TRUE,TRUE
"pewglobalattitudes_2007",45,"south korea",718,718,961,583,109,2,0,0,0,"Q1 Q2 Q3 Q4 Q5_1 Q5_2 Q6A Q6B Q6C Q7 Q8 Q9 Q10 Q11 Q13 Q14A Q14B Q14C Q14D Q14E Q14F Q14G Q14H Q14J Q14K Q15 Q16A Q16B Q16C Q16D Q16E Q16F Q16G Q16H Q16O Q16P Q18 Q19A Q19B Q19C Q19D Q20 Q21 Q23A Q23B Q23C Q23D Q23E Q23F Q23G Q24A Q24B Q24C Q24",718,718,961,581,108,2,0,0,0,TRUE,TRUE,TRUE,TRUE
"pewglobalattitudes_2007",46,"spain",500,500,961,583,110,0,0,0,0,"Q1 Q2 Q3 Q4 Q5_1 Q6A Q6B Q6C Q7 Q8 Q9 Q10 Q11 Q13 Q14A Q14B Q14C Q14D Q14E Q14F Q14G Q14H Q14J Q14K Q15 Q16A Q16B Q16C Q16D Q16E Q16F Q16G Q16S Q16T Q16U Q18 Q19A Q19B Q19C Q19D Q20 Q21 Q23A Q23B Q23C Q23D Q23E Q23F Q23G Q24A Q24B Q24C Q24D Q24",500,500,961,581,109,0,0,0,0,TRUE,TRUE,TRUE,TRUE
"pewglobalattitudes_2007",47,"sweden_form_a",500,500,961,583,58,0,0,0,0,"Q1 Q2 Q3 Q4 Q6A Q6B Q6C Q7 Q16A Q16B Q16C Q16D Q16E Q16F Q16G Q16S Q16T Q16U Q18 Q20 Q21 Q23A Q23B Q23C Q23D Q23E Q23F Q23G Q25 Q26 Q27 Q28 Q29 Q30 Q31 Q32 Q33 Q34 Q35 Q36 Q37 Q44SWE Q46 Q47 Q49 Q50 Q61 Q62 Q63 Q64 Q65 Q97B Q100 Q102 Q103 Q104",500,500,961,581,57,0,0,0,0,TRUE,TRUE,TRUE,TRUE
"pewglobalattitudes_2007",48,"sweden_form_b",500,500,961,583,70,0,0,0,0,"Q1 Q2 Q3 Q4 Q5_1 Q8 Q9 Q10 Q11 Q13 Q14A Q14B Q14C Q14D Q14E Q14F Q14G Q14H Q14J Q14K Q15 Q16A Q16B Q16C Q16D Q16E Q16F Q16G Q16S Q16T Q16U Q19A Q19B Q19C Q19D Q24A Q24B Q24C Q24D Q24E Q24F Q24G Q38 Q39 Q40 Q41A Q41B Q42 Q43 Q44SWE Q46 Q47 Q58_1",500,500,961,581,72,0,0,0,0,TRUE,TRUE,TRUE,TRUE
"pewglobalattitudes_2007",49,"tanzania",704,704,961,583,151,0,0,0,0,"Q1 Q2 Q3 Q4 Q5_1 Q6A Q6B Q6C Q7 Q8 Q9 Q10 Q11 Q12 Q13 Q14A Q14B Q14C Q14D Q14E Q14F Q14G Q14H Q14I Q14J Q14K Q15 Q16A Q16B Q16C Q16D Q16E Q16F Q16G Q16H Q16I Q16J Q16K Q16L Q16M Q16N Q18 Q19A Q19B Q19C Q19D Q20 Q21 Q23A Q23B Q23C Q23D Q23E Q23F",704,704,961,581,154,0,0,0,0,TRUE,TRUE,TRUE,TRUE
"pewglobalattitudes_2007",50,"turkey",971,971,961,583,149,25,6,2,0,"Q1 Q2 Q3 Q4 Q5_1 Q6A Q6B Q6C Q7 Q8 Q9 Q10 Q11 Q13 Q14A Q14B Q14C Q14D Q14E Q14F Q14G Q14H Q14I Q14J Q14K Q15 Q16A Q16B Q16C Q16D Q16E Q16F Q16G Q16H Q16M Q16N Q16Q Q16R Q18 Q19A Q19B Q19C Q19D Q20 Q21 Q23A Q23B Q23C Q23D Q23E Q23F Q23H Q24A Q24",971,971,961,581,151,23,10,2,0,FALSE,FALSE,TRUE,TRUE
"pewglobalattitudes_2007",51,"uganda",1122,1122,961,583,149,77,46,40,16,"Q1 Q2 Q3 Q4 Q5_1 Q5_2 Q6A Q6B Q6C Q7 Q8 Q9 Q10 Q11 Q12 Q13 Q14A Q14B Q14C Q14D Q14E Q14F Q14G Q14H Q14I Q14J Q14K Q15 Q16A Q16B Q16C Q16D Q16E Q16F Q16G Q16H Q16I Q16J Q16K Q16L Q18 Q19A Q19B Q19C Q19D Q20 Q21 Q23A Q23B Q23C Q23D Q23E Q23F Q23G",1122,1122,961,581,148,77,46,40,12,TRUE,TRUE,TRUE,FALSE
"pewglobalattitudes_2007",52,"ukraine",500,500,961,583,142,10,6,2,0,"Q1 Q2 Q3 Q4 Q5_1 Q5_2 Q6A Q6B Q6C Q7 Q8 Q9 Q10 Q11 Q13 Q14A Q14B Q14C Q14D Q14E Q14F Q14G Q14H Q14I Q14J Q14K Q15 Q16A Q16B Q16C Q16D Q16E Q16F Q16G Q16H Q16S Q16T Q16U Q16V Q18 Q19A Q19B Q19C Q19D Q20 Q21 Q23A Q23B Q23C Q23D Q23E Q23F Q23G Q23",500,500,961,581,141,10,6,2,0,TRUE,TRUE,TRUE,TRUE
"pewglobalattitudes_2007",53,"united states_form_a",1018,1018,961,583,61,0,0,0,0,"Q1 Q2 Q3 Q4 Q6A Q6B Q6C Q7 Q16A Q16B Q16C Q16D Q16E Q16F Q16G Q16S Q16T Q16U Q16Y Q16z Q18 Q20 Q21 Q23A Q23B Q23C Q23D Q23E Q23F Q23G Q25US Q26 Q27AUS Q27BUS Q27CUS Q27DUS Q27EUS Q32 Q33US Q34 Q35 Q36 Q37 Q44_RELIG Q46 Q47 Q49 Q50 Q61 Q62 Q63 Q",1018,1018,961,581,61,0,0,0,0,TRUE,TRUE,TRUE,TRUE
"pewglobalattitudes_2007",54,"united states_form_b",1008,1008,961,583,73,0,0,0,0,"Q1 Q2 Q3 Q4 Q5_1 Q8 Q9 Q10 Q11 Q13 Q14A Q14B Q14C Q14D Q14E Q14F Q14G Q14H Q14J Q14K Q15 Q16A Q16B Q16C Q16D Q16E Q16F Q16G Q16S Q16T Q16U Q16Y Q16z Q19A Q19B Q19C Q19D Q24A Q24B Q24C Q24D Q24E Q24F Q24G Q38 Q39 Q40 Q41A Q41B Q42 Q43 Q44_RELIG",1008,1008,961,581,77,0,0,0,0,TRUE,TRUE,TRUE,TRUE
"pewglobalattitudes_2007",55,"venezuela",803,803,961,583,147,0,0,0,0,"Q1 Q2 Q3 Q4 Q5_1 Q6A Q6B Q6C Q7 Q8 Q9 Q10 Q11 Q13 Q14A Q14B Q14C Q14D Q14E Q14F Q14G Q14H Q14I Q14J Q14K Q15 Q16A Q16B Q16C Q16D Q16E Q16F Q16G Q16H Q16W Q16X Q16Y Q18 Q19A Q19B Q19C Q19D Q20 Q21 Q23A Q23B Q23C Q23D Q23E Q23F Q23G Q23H Q24A Q24",803,803,961,581,151,0,0,0,0,TRUE,TRUE,TRUE,TRUE
"pewglobalattitudes_2008",1,"argentina",801,801,380,174,59,2,0,0,0,"Q1 Q2 Q4 Q5 Q6 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i Q10l Q10n Q10o Q14 Q15 Q16 Q17 Q18 Q21a Q21b Q21c Q21d Q21F Q21g Q21h Q21i Q21j Q24 Q26 Q28 Q32A Q33 Q34 Q35 Q36 Q37 Q38ARG Q39 Q44 Q47 Q48 Q49 Q50 Q57 Q58 Q59a Q59b Q59c Q59d Q59e Q59",801,801,380,173,59,2,0,0,0,TRUE,TRUE,TRUE,TRUE
"pewglobalattitudes_2008",2,"australia",700,700,380,174,60,0,0,0,0,"Q1 Q2 Q4 Q5 Q6 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i Q10l Q10n Q10o Q14 Q15 Q16 Q17 Q18 Q21a Q21b Q21c Q21d Q21g Q21h Q21i Q21j Q24 Q26 Q28 Q29 Q32A Q33 Q34 Q35 Q35A Q36 Q37 Q38AUS Q39 Q44 Q47 Q48 Q49 Q50 Q57 Q58 Q59a Q59b Q59c Q59d Q59e",700,700,380,173,60,0,0,0,0,TRUE,TRUE,TRUE,TRUE
"pewglobalattitudes_2008",3,"brazil",1000,1000,380,174,59,0,0,0,0,"Q1 Q2 Q4 Q5 Q6 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i Q10l Q10n Q10o Q14 Q15 Q16 Q17 Q18 Q21a Q21b Q21c Q21d Q21F Q21g Q21h Q21i Q21j Q24 Q26 Q28 Q32A Q33 Q34 Q35 Q36 Q37 q38BRA Q39 Q44 Q47 Q48 Q49 Q50 Q57 Q58 Q59a Q59b Q59c Q59d Q59e Q59",1000,1000,380,173,59,0,0,0,0,TRUE,TRUE,TRUE,TRUE
"pewglobalattitudes_2008",4,"china",3212,3212,380,174,97,118,58,14,2,"Q1 Q2 Q3A Q3B Q3C Q4 Q5 Q6 Q7A Q7B Q7C Q7D Q7E Q7F Q8A Q8B Q8C Q8D Q8E Q8F Q8G Q8H Q8I Q8J Q8K Q8L Q8M Q8N Q8O Q8P Q8Q Q9 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i Q10l Q10n Q10o Q11A Q11BA Q11BB Q11BC Q11BD Q12 Q13 Q14 Q15 Q16 Q17 Q18 Q21a",3212,3212,380,173,97,118,58,14,2,TRUE,TRUE,TRUE,TRUE
"pewglobalattitudes_2008",5,"egypt",1000,1000,380,174,75,22,9,0,0,"Q1 Q2 Q4 Q5 Q6 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i q10j q10k Q10l q10m Q10n Q10o Q14 Q15 Q16 Q17 Q18 q19 q20 Q21a Q21b Q21c Q21d q21e Q21g Q21h Q21i Q21j Q24 Q26 Q28 q32 Q32A Q33 Q34 Q35 Q35A Q36 Q37 q38EGY Q39 Q44 Q47 Q48 Q49 Q50 q54",1000,1000,380,173,75,22,9,0,0,TRUE,TRUE,TRUE,TRUE
"pewglobalattitudes_2008",6,"france",754,754,380,174,60,0,0,0,0,"Q1 Q2 Q4 Q5 Q6 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i Q10l Q10n Q10o Q14 Q15 Q16 Q17 Q18 Q21a Q21b Q21c Q21d Q21g Q21h Q21i Q21j Q24 Q26 Q28 Q32A Q33 Q34 Q35 Q35A Q36 Q37 Q38FRA Q39 Q44 Q47 Q48 Q49 Q50 Q56 Q57 Q58 Q59a Q59b Q59c Q59d Q59e",754,754,380,173,60,0,0,0,0,TRUE,TRUE,TRUE,TRUE
"pewglobalattitudes_2008",7,"germany",750,750,380,174,61,0,0,0,0,"Q1 Q2 Q4 Q5 Q6 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i Q10l Q10n Q10o Q14 Q15 Q16 Q17 Q18 Q21a Q21b Q21c Q21d Q21g Q21h Q21i Q21j Q24 Q26 Q28 Q29 Q32A Q33 Q34 Q35 Q35A Q36 Q37 Q38GER Q39 Q44 Q47 Q48 Q49 Q50 Q56 Q57 Q58 Q59a Q59b Q59c Q59d",750,750,380,173,61,0,0,0,0,TRUE,TRUE,TRUE,TRUE
"pewglobalattitudes_2008",8,"great britain",753,753,380,174,60,0,0,0,0,"Q1 Q2 Q4 Q5 Q6 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i Q10l Q10n Q10o Q14 Q15 Q16 Q17 Q18 Q21a Q21b Q21c Q21d Q21g Q21h Q21i Q21j Q24 Q26 Q28 Q29 Q32A Q33 Q34 Q35 Q36 Q37 q38GBR Q39 Q44 Q47 Q48 Q49 Q50 Q56 Q57 Q58 Q59a Q59b Q59c Q59d Q59e",753,753,380,173,60,0,0,0,0,TRUE,TRUE,TRUE,TRUE
"pewglobalattitudes_2008",9,"india",2056,2056,380,174,58,21,8,2,2,"Q1 Q2 Q4 Q5 Q6 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i Q10l Q10n Q10o Q14 Q15 Q16 Q17 Q18 Q21a Q21b Q21c Q21d Q21g Q21h Q21i Q21j Q24 Q26 Q28 Q32A Q33 Q34 Q35 Q36 Q37 Q38INDIA Q39 Q44 Q47 Q48 Q49 Q50 Q57 Q58 Q59a Q59b Q59c Q59d Q59e Q59f Q",2056,2056,380,173,58,21,8,2,2,TRUE,TRUE,TRUE,TRUE
"pewglobalattitudes_2008",10,"indonesia",1000,1000,380,174,74,14,2,2,0,"Q1 Q2 Q4 Q5 Q6 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i q10j q10k Q10l q10m Q10n Q10o Q14 Q15 Q16 Q17 Q18 q19 q20 Q21a Q21b Q21c Q21d q21e Q21g Q21h Q21i Q21j Q24 Q26 Q28 q32 Q32A Q33 Q34 Q35 Q36 Q37 q38INDO Q39 Q44 Q47 Q48 Q49 Q50 q54 q55",1000,1000,380,173,74,14,2,2,0,TRUE,TRUE,TRUE,TRUE
"pewglobalattitudes_2008",11,"japan",708,708,380,174,63,0,0,0,0,"Q1 Q2 Q4 Q5 Q6 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i Q10l Q10n Q10o Q14 Q15 Q16 Q17 Q18 Q21a Q21b Q21c Q21d Q21g Q21h Q21i Q21j Q24 Q25 Q26 Q28 Q29 Q32A Q33 Q34 Q35 Q35A Q36 Q37 Q38JAP Q39 Q44 Q47 Q48 Q49 Q50 Q52 Q53 Q57 Q58 Q59a Q59b Q5",708,708,380,173,63,0,0,0,0,TRUE,TRUE,TRUE,TRUE
"pewglobalattitudes_2008",12,"jordan",1000,1000,380,174,75,12,8,0,0,"Q1 Q2 Q4 Q5 Q6 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i q10j q10k Q10l q10m Q10n Q10o Q14 Q15 Q16 Q17 Q18 q19 q20 Q21a Q21b Q21c Q21d q21e Q21g Q21h Q21i Q21j Q24 Q26 Q28 q32 Q32A Q33 Q34 Q35 Q35A Q36 Q37 q38JOR Q39 Q44 Q47 Q48 Q49 Q50 q54",1000,1000,380,173,75,4,2,0,0,FALSE,FALSE,TRUE,TRUE
"pewglobalattitudes_2008",13,"lebanon",1000,1000,380,174,68,219,128,21,0,"Q1 Q2 Q4 Q5 Q6 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i q10j q10k Q10l q10m Q10n Q10o Q14 Q15 Q16 Q17 Q18 q19 q20 Q21a Q21b Q21c Q21d q21e Q21g Q21h Q21i Q21j Q24 Q25 Q26 Q28 q32 Q32A Q33 Q34 Q35 Q35A Q36 Q37 q38LEB Q39 Q44 Q47 Q48 Q49 Q50",1000,1000,380,173,68,215,128,21,0,FALSE,TRUE,TRUE,TRUE
"pewglobalattitudes_2008",14,"mexico",805,805,380,174,59,8,8,4,4,"Q1 Q2 Q4 Q5 Q6 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i Q10l Q10n Q10o Q14 Q15 Q16 Q17 Q18 Q21a Q21b Q21c Q21d Q21F Q21g Q21h Q21i Q21j Q24 Q26 Q28 Q32A Q33 Q34 Q35 Q36 Q37 q38MEX Q39 Q44 Q47 Q48 Q49 Q50 Q57 Q58 Q59a Q59b Q59c Q59d Q59e Q59",805,805,380,173,59,8,8,4,4,TRUE,TRUE,TRUE,TRUE
"pewglobalattitudes_2008",15,"nigeria",1000,1000,380,174,66,78,37,4,0,"Q1 Q2 Q4 Q5 Q6 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i q10j q10k Q10l q10m Q10n Q10o Q14 Q15 Q16 Q17 Q18 q19 q20 Q21a Q21b Q21c Q21d q21e Q21g Q21h Q21i Q21j Q24 Q26 Q28 q32 Q32A Q33 Q34 Q35 Q36 Q37 q38NIG Q39 Q44 Q47 Q48 Q49 Q50 q54 q55 Q",1000,1000,380,173,66,92,37,4,0,FALSE,TRUE,TRUE,TRUE
"pewglobalattitudes_2008",16,"pakistan",1254,1254,380,174,79,94,28,5,0,"Q1 Q2 Q4 Q5 Q6 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i q10j q10k Q10l q10m Q10n Q10o Q14 Q15 Q16 Q17 Q18 q19 q20 Q21a Q21b Q21c Q21d q21e Q21g Q21h Q21i Q21j q23a q23b q23c q23d q23e Q24 Q26 Q28 q32 Q32A Q33 Q34 Q35 Q36 Q37 q38PAK Q39 Q44",1254,1254,380,173,79,92,26,5,0,FALSE,FALSE,TRUE,TRUE
"pewglobalattitudes_2008",17,"poland",750,750,380,174,59,0,0,0,0,"Q1 Q2 Q4 Q5 Q6 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i Q10l Q10n Q10o Q14 Q15 Q16 Q17 Q18 Q21a Q21b Q21c Q21d Q21g Q21h Q21i Q21j Q24 Q26 Q28 Q32A Q33 Q34 Q35 Q36 Q37 Q38POL Q39 Q44 Q47 Q48 Q49 Q50 Q56 Q57 Q58 Q59a Q59b Q59c Q59d Q59e Q59f",750,750,380,173,59,0,0,0,0,TRUE,TRUE,TRUE,TRUE
"pewglobalattitudes_2008",18,"russia",1000,1000,380,174,60,94,80,50,8,"Q1 Q2 Q4 Q5 Q6 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i Q10l Q10n Q10o Q14 Q15 Q16 Q17 Q18 Q21a Q21b Q21c Q21d Q21g Q21h Q21i Q21j Q22 Q24 Q26 Q28 Q32A Q33 Q34 Q35 Q36 Q37 Q38RUS Q39 Q44 Q47 Q48 Q49 Q50 Q57 Q58 Q58A Q59a Q59b Q59c Q59d Q59e",1000,1000,380,173,60,94,85,63,8,TRUE,FALSE,FALSE,TRUE
"pewglobalattitudes_2008",19,"south africa",1001,1001,380,174,58,15,4,4,0,"Q1 Q2 Q4 Q5 Q6 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i Q10l Q10n Q10o Q14 Q15 Q16 Q17 Q18 Q21a Q21b Q21c Q21d Q21g Q21h Q21i Q21j Q24 Q26 Q28 Q32A Q33 Q34 Q35 Q36 Q37 Q38SAFR Q39 Q44 Q47 Q48 Q49 Q50 Q57 Q58 Q59a Q59b Q59c Q59d Q59e Q59f Q7",1001,1001,380,173,58,15,4,4,0,TRUE,TRUE,TRUE,TRUE
"pewglobalattitudes_2008",20,"south korea",714,714,380,174,62,0,0,0,0,"Q1 Q2 Q4 Q5 Q6 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i Q10l Q10n Q10o Q14 Q15 Q16 Q17 Q18 Q21a Q21b Q21c Q21d Q21g Q21h Q21i Q21j Q24 Q25 Q26 Q28 Q29 Q32A Q33 Q34 Q35 Q35A Q36 Q37 Q38SKOR Q39 Q44 Q47 Q48 Q49 Q50 Q52 Q57 Q58 Q59a Q59b Q59c",714,714,380,173,62,0,0,0,0,TRUE,TRUE,TRUE,TRUE
"pewglobalattitudes_2008",21,"spain",752,752,380,174,59,0,0,0,0,"Q1 Q2 Q4 Q5 Q6 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i Q10l Q10n Q10o Q14 Q15 Q16 Q17 Q18 Q21a Q21b Q21c Q21d Q21g Q21h Q21i Q21j Q24 Q26 Q28 Q32A Q33 Q34 Q35 Q36 Q37 Q38SPA Q39 Q44 Q47 Q48 Q49 Q50 Q56 Q57 Q58 Q59a Q59b Q59c Q59d Q59e Q59f",752,752,380,173,59,0,0,0,0,TRUE,TRUE,TRUE,TRUE
"pewglobalattitudes_2008",22,"tanzania",704,704,380,174,66,2,2,2,0,"Q1 Q2 Q4 Q5 Q6 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i q10j q10k Q10l q10m Q10n Q10o Q14 Q15 Q16 Q17 Q18 q19 q20 Q21a Q21b Q21c Q21d q21e Q21g Q21h Q21i Q21j Q24 Q26 Q28 q32 Q32A Q33 Q34 Q35 Q36 Q37 q38TAN Q39 Q44 Q47 Q48 Q49 Q50 q54 q55 Q",704,704,380,173,66,6,2,2,0,FALSE,TRUE,TRUE,TRUE
"pewglobalattitudes_2008",23,"turkey",1003,1003,380,174,74,48,14,6,0,"Q1 Q2 Q4 Q5 Q6 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i q10j q10k Q10l q10m Q10n Q10o Q14 Q15 Q16 Q17 Q18 q19 q20 Q21a Q21b Q21c Q21d q21e Q21g Q21h Q21i Q21j Q24 Q26 Q28 q32 Q32A Q33 Q34 Q35 Q36 Q37 q38TUR Q39 Q44 Q47 Q48 Q49 Q50 q54 q55 q",1003,1003,380,173,74,48,14,6,0,TRUE,TRUE,TRUE,TRUE
"pewglobalattitudes_2008",24,"united states",1000,1000,380,174,56,0,0,0,0,"Q1 Q2 Q4 Q5 Q6 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i Q10l Q10n Q10o Q14 Q15 Q16 Q17 Q18 Q21a Q21b Q21c Q21g Q21h Q21i Q21j Q26 q30 q31 Q32A Q33 Q34 Q35 Q36 Q37 q38USA Q39 Q44 Q47 Q48 Q49 Q50 Q57 Q59a Q59b Q59c Q59d Q59e Q59f Q75 Q76 Q81",1000,1000,380,173,57,0,0,0,0,TRUE,TRUE,TRUE,TRUE
"pewglobalattitudes_2009",1,"argentina",800,800,471,209,70,0,0,0,0,"Q1 Q2 Q3A Q3B Q3C Q4 Q5 Q6 Q7 Q8 Q11A Q11B Q11C Q11D Q11E Q11F Q11G Q11H Q11I Q11J Q12A Q12B Q12C Q13 Q14 Q15 Q16 Q18A Q18B Q18C Q21A Q21B Q21D Q21G Q21H Q25 Q26 Q27 Q28 Q30 Q32 Q33 Q34 Q36 Q37 Q38 Q39 Q40 Q41ARG Q46 Q47 Q48A Q48B Q48C Q48D Q49",800,800,471,209,70,0,0,0,0,TRUE,TRUE,TRUE,TRUE
"pewglobalattitudes_2009",2,"brazil",813,813,471,209,70,0,0,0,0,"Q1 Q2 Q3A Q3B Q3C Q4 Q5 Q6 Q7 Q8 Q11A Q11B Q11C Q11D Q11E Q11F Q11G Q11H Q11I Q11J Q12A Q12B Q12C Q13 Q14 Q15 Q16 Q18A Q18B Q18C Q21A Q21B Q21D Q21G Q21H Q25 Q26 Q27 Q28 Q30 Q32 Q33 Q34 Q36 Q37 Q38 Q39 Q40 Q41BRA Q46 Q47 Q48A Q48B Q48C Q48D Q49",813,813,471,209,70,0,0,0,0,TRUE,TRUE,TRUE,TRUE
"pewglobalattitudes_2009",3,"canada",750,750,471,209,69,0,0,0,0,"Q1 Q2 Q3A Q3B Q3C Q4 Q5 Q6 Q7 Q8 Q11A Q11B Q11C Q11D Q11E Q11F Q11G Q11H Q11I Q11J Q12A Q12B Q12C Q13 Q14 Q15 Q16 Q18A Q18B Q18C Q21A Q21B Q21D Q21H Q25 Q26 Q27 Q28 Q30 Q31 Q32 Q33 Q34 Q36 Q37 Q38 Q39 Q40 Q41CAN Q46 Q47 Q48A Q48B Q48C Q48D Q49A",750,750,471,209,69,0,0,0,0,TRUE,TRUE,TRUE,TRUE
"pewglobalattitudes_2009",4,"china",3169,3169,471,209,64,244,125,69,4,"Q1 Q2 Q3A Q3B Q3C Q4 Q5 Q6 Q7 Q8 Q11A Q11B Q11C Q11D Q11E Q11F Q11G Q11H Q11I Q11J Q12A Q12B Q12C Q13 Q14 Q15 Q16 Q18A Q18B Q18C Q21A Q21B Q21D Q21H Q25 Q26 Q27 Q28 Q30 Q32 Q33 Q34 Q36 Q37 Q38 Q39 Q40 Q46 Q47 Q48A Q48B Q48C Q48D Q49A Q49B Q49C",3169,3169,471,209,64,244,125,69,4,TRUE,TRUE,TRUE,TRUE
"pewglobalattitudes_2009",5,"egypt",1000,1000,471,209,88,6,2,0,0,"Q1 Q2 Q3A Q3B Q3C Q4 Q5 Q6 Q7 Q8 Q11A Q11B Q11C Q11D Q11E Q11F Q11G Q11H Q11I Q11J Q11K Q11L Q12A Q12B Q12C Q13 Q14 Q15 Q16 Q18A Q18B Q18C Q19 Q20 Q21A Q21B Q21D Q21E Q21F Q21H Q21I Q21J Q21K Q21L Q21M Q25 Q26 Q27 Q28 Q30 Q32 Q33 Q34 Q36 Q37 Q3",1000,1000,471,209,88,6,2,0,0,TRUE,TRUE,TRUE,TRUE
