dataset,country_id,country,initial_observations,final_observations,original_variables,substantive_variables,final_variables,dup_observations_at_85,dup_observations_at_90,dup_observations_at_95,dup_observations_at_100,varlist
pewglobalattitudes_2007,47,Sweden_form_a,500,500,961,583,58,0,0,0,0,Q1 Q2 Q3 Q4 Q6A Q6B Q6C Q7 Q16A Q16B Q16C Q16D Q16E Q16F Q16G Q16S Q16T Q16U Q18 Q20 Q21 Q23A Q23B Q23C Q23D Q23E Q23F Q23G Q25 Q26 Q27 Q28 Q29 Q30 Q31 Q32 Q33 Q34 Q35 Q36 Q37 Q44SWE Q46 Q47 Q49 Q50 Q61 Q62 Q63 Q64 Q65 Q97B Q100 Q102 Q103 Q104
pewglobalattitudes_2007,48,Sweden_form_b,500,500,961,583,70,0,0,0,0,Q1 Q2 Q3 Q4 Q5_1 Q8 Q9 Q10 Q11 Q13 Q14A Q14B Q14C Q14D Q14E Q14F Q14G Q14H Q14J Q14K Q15 Q16A Q16B Q16C Q16D Q16E Q16F Q16G Q16S Q16T Q16U Q19A Q19B Q19C Q19D Q24A Q24B Q24C Q24D Q24E Q24F Q24G Q38 Q39 Q40 Q41A Q41B Q42 Q43 Q44SWE Q46 Q47 Q58_1
pewglobalattitudes_2007,49,Tanzania,704,704,961,583,151,0,0,0,0,Q1 Q2 Q3 Q4 Q5_1 Q6A Q6B Q6C Q7 Q8 Q9 Q10 Q11 Q12 Q13 Q14A Q14B Q14C Q14D Q14E Q14F Q14G Q14H Q14I Q14J Q14K Q15 Q16A Q16B Q16C Q16D Q16E Q16F Q16G Q16H Q16I Q16J Q16K Q16L Q16M Q16N Q18 Q19A Q19B Q19C Q19D Q20 Q21 Q23A Q23B Q23C Q23D Q23E Q23F
pewglobalattitudes_2007,50,Turkey,971,971,961,583,149,25,6,2,0,Q1 Q2 Q3 Q4 Q5_1 Q6A Q6B Q6C Q7 Q8 Q9 Q10 Q11 Q13 Q14A Q14B Q14C Q14D Q14E Q14F Q14G Q14H Q14I Q14J Q14K Q15 Q16A Q16B Q16C Q16D Q16E Q16F Q16G Q16H Q16M Q16N Q16Q Q16R Q18 Q19A Q19B Q19C Q19D Q20 Q21 Q23A Q23B Q23C Q23D Q23E Q23F Q23H Q24A Q24
pewglobalattitudes_2007,51,Uganda,1122,1122,961,583,149,77,46,40,16,Q1 Q2 Q3 Q4 Q5_1 Q5_2 Q6A Q6B Q6C Q7 Q8 Q9 Q10 Q11 Q12 Q13 Q14A Q14B Q14C Q14D Q14E Q14F Q14G Q14H Q14I Q14J Q14K Q15 Q16A Q16B Q16C Q16D Q16E Q16F Q16G Q16H Q16I Q16J Q16K Q16L Q18 Q19A Q19B Q19C Q19D Q20 Q21 Q23A Q23B Q23C Q23D Q23E Q23F Q23G
pewglobalattitudes_2007,52,Ukraine,500,500,961,583,142,10,6,2,0,Q1 Q2 Q3 Q4 Q5_1 Q5_2 Q6A Q6B Q6C Q7 Q8 Q9 Q10 Q11 Q13 Q14A Q14B Q14C Q14D Q14E Q14F Q14G Q14H Q14I Q14J Q14K Q15 Q16A Q16B Q16C Q16D Q16E Q16F Q16G Q16H Q16S Q16T Q16U Q16V Q18 Q19A Q19B Q19C Q19D Q20 Q21 Q23A Q23B Q23C Q23D Q23E Q23F Q23G Q23
pewglobalattitudes_2007,53,United States_form_a,1018,1018,961,583,61,0,0,0,0,Q1 Q2 Q3 Q4 Q6A Q6B Q6C Q7 Q16A Q16B Q16C Q16D Q16E Q16F Q16G Q16S Q16T Q16U Q16Y Q16z Q18 Q20 Q21 Q23A Q23B Q23C Q23D Q23E Q23F Q23G Q25US Q26 Q27AUS Q27BUS Q27CUS Q27DUS Q27EUS Q32 Q33US Q34 Q35 Q36 Q37 Q44_RELIG Q46 Q47 Q49 Q50 Q61 Q62 Q63 Q
pewglobalattitudes_2007,54,United States_form_b,1008,1008,961,583,73,0,0,0,0,Q1 Q2 Q3 Q4 Q5_1 Q8 Q9 Q10 Q11 Q13 Q14A Q14B Q14C Q14D Q14E Q14F Q14G Q14H Q14J Q14K Q15 Q16A Q16B Q16C Q16D Q16E Q16F Q16G Q16S Q16T Q16U Q16Y Q16z Q19A Q19B Q19C Q19D Q24A Q24B Q24C Q24D Q24E Q24F Q24G Q38 Q39 Q40 Q41A Q41B Q42 Q43 Q44_RELIG
pewglobalattitudes_2007,55,Venezuela,803,803,961,583,147,0,0,0,0,Q1 Q2 Q3 Q4 Q5_1 Q6A Q6B Q6C Q7 Q8 Q9 Q10 Q11 Q13 Q14A Q14B Q14C Q14D Q14E Q14F Q14G Q14H Q14I Q14J Q14K Q15 Q16A Q16B Q16C Q16D Q16E Q16F Q16G Q16H Q16W Q16X Q16Y Q18 Q19A Q19B Q19C Q19D Q20 Q21 Q23A Q23B Q23C Q23D Q23E Q23F Q23G Q23H Q24A Q24
pewglobalattitudes_2008,1,Argentina,801,801,380,174,59,2,0,0,0,Q1 Q2 Q4 Q5 Q6 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i Q10l Q10n Q10o Q14 Q15 Q16 Q17 Q18 Q21a Q21b Q21c Q21d Q21F Q21g Q21h Q21i Q21j Q24 Q26 Q28 Q32A Q33 Q34 Q35 Q36 Q37 Q38ARG Q39 Q44 Q47 Q48 Q49 Q50 Q57 Q58 Q59a Q59b Q59c Q59d Q59e Q59
pewglobalattitudes_2008,2,Australia,700,700,380,174,60,0,0,0,0,Q1 Q2 Q4 Q5 Q6 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i Q10l Q10n Q10o Q14 Q15 Q16 Q17 Q18 Q21a Q21b Q21c Q21d Q21g Q21h Q21i Q21j Q24 Q26 Q28 Q29 Q32A Q33 Q34 Q35 Q35A Q36 Q37 Q38AUS Q39 Q44 Q47 Q48 Q49 Q50 Q57 Q58 Q59a Q59b Q59c Q59d Q59e
pewglobalattitudes_2008,3,Brazil,1000,1000,380,174,59,0,0,0,0,Q1 Q2 Q4 Q5 Q6 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i Q10l Q10n Q10o Q14 Q15 Q16 Q17 Q18 Q21a Q21b Q21c Q21d Q21F Q21g Q21h Q21i Q21j Q24 Q26 Q28 Q32A Q33 Q34 Q35 Q36 Q37 q38BRA Q39 Q44 Q47 Q48 Q49 Q50 Q57 Q58 Q59a Q59b Q59c Q59d Q59e Q59
pewglobalattitudes_2008,4,China,3212,3212,380,174,97,118,58,14,2,Q1 Q2 Q3A Q3B Q3C Q4 Q5 Q6 Q7A Q7B Q7C Q7D Q7E Q7F Q8A Q8B Q8C Q8D Q8E Q8F Q8G Q8H Q8I Q8J Q8K Q8L Q8M Q8N Q8O Q8P Q8Q Q9 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i Q10l Q10n Q10o Q11A Q11BA Q11BB Q11BC Q11BD Q12 Q13 Q14 Q15 Q16 Q17 Q18 Q21a
pewglobalattitudes_2008,5,Egypt,1000,1000,380,174,75,22,9,0,0,Q1 Q2 Q4 Q5 Q6 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i q10j q10k Q10l q10m Q10n Q10o Q14 Q15 Q16 Q17 Q18 q19 q20 Q21a Q21b Q21c Q21d q21e Q21g Q21h Q21i Q21j Q24 Q26 Q28 q32 Q32A Q33 Q34 Q35 Q35A Q36 Q37 q38EGY Q39 Q44 Q47 Q48 Q49 Q50 q54
pewglobalattitudes_2008,6,France,754,754,380,174,60,0,0,0,0,Q1 Q2 Q4 Q5 Q6 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i Q10l Q10n Q10o Q14 Q15 Q16 Q17 Q18 Q21a Q21b Q21c Q21d Q21g Q21h Q21i Q21j Q24 Q26 Q28 Q32A Q33 Q34 Q35 Q35A Q36 Q37 Q38FRA Q39 Q44 Q47 Q48 Q49 Q50 Q56 Q57 Q58 Q59a Q59b Q59c Q59d Q59e
pewglobalattitudes_2008,7,Germany,750,750,380,174,61,0,0,0,0,Q1 Q2 Q4 Q5 Q6 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i Q10l Q10n Q10o Q14 Q15 Q16 Q17 Q18 Q21a Q21b Q21c Q21d Q21g Q21h Q21i Q21j Q24 Q26 Q28 Q29 Q32A Q33 Q34 Q35 Q35A Q36 Q37 Q38GER Q39 Q44 Q47 Q48 Q49 Q50 Q56 Q57 Q58 Q59a Q59b Q59c Q59d
pewglobalattitudes_2008,8,Great Britain,753,753,380,174,60,0,0,0,0,Q1 Q2 Q4 Q5 Q6 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i Q10l Q10n Q10o Q14 Q15 Q16 Q17 Q18 Q21a Q21b Q21c Q21d Q21g Q21h Q21i Q21j Q24 Q26 Q28 Q29 Q32A Q33 Q34 Q35 Q36 Q37 q38GBR Q39 Q44 Q47 Q48 Q49 Q50 Q56 Q57 Q58 Q59a Q59b Q59c Q59d Q59e
pewglobalattitudes_2008,9,India,2056,2056,380,174,58,21,8,2,2,Q1 Q2 Q4 Q5 Q6 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i Q10l Q10n Q10o Q14 Q15 Q16 Q17 Q18 Q21a Q21b Q21c Q21d Q21g Q21h Q21i Q21j Q24 Q26 Q28 Q32A Q33 Q34 Q35 Q36 Q37 Q38INDIA Q39 Q44 Q47 Q48 Q49 Q50 Q57 Q58 Q59a Q59b Q59c Q59d Q59e Q59f Q
pewglobalattitudes_2008,10,Indonesia,1000,1000,380,174,74,14,2,2,0,Q1 Q2 Q4 Q5 Q6 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i q10j q10k Q10l q10m Q10n Q10o Q14 Q15 Q16 Q17 Q18 q19 q20 Q21a Q21b Q21c Q21d q21e Q21g Q21h Q21i Q21j Q24 Q26 Q28 q32 Q32A Q33 Q34 Q35 Q36 Q37 q38INDO Q39 Q44 Q47 Q48 Q49 Q50 q54 q55
pewglobalattitudes_2008,11,Japan,708,708,380,174,63,0,0,0,0,Q1 Q2 Q4 Q5 Q6 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i Q10l Q10n Q10o Q14 Q15 Q16 Q17 Q18 Q21a Q21b Q21c Q21d Q21g Q21h Q21i Q21j Q24 Q25 Q26 Q28 Q29 Q32A Q33 Q34 Q35 Q35A Q36 Q37 Q38JAP Q39 Q44 Q47 Q48 Q49 Q50 Q52 Q53 Q57 Q58 Q59a Q59b Q5
pewglobalattitudes_2008,12,Jordan,1000,1000,380,174,75,12,8,0,0,Q1 Q2 Q4 Q5 Q6 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i q10j q10k Q10l q10m Q10n Q10o Q14 Q15 Q16 Q17 Q18 q19 q20 Q21a Q21b Q21c Q21d q21e Q21g Q21h Q21i Q21j Q24 Q26 Q28 q32 Q32A Q33 Q34 Q35 Q35A Q36 Q37 q38JOR Q39 Q44 Q47 Q48 Q49 Q50 q54
pewglobalattitudes_2008,13,Lebanon,1000,1000,380,174,68,219,128,21,0,Q1 Q2 Q4 Q5 Q6 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i q10j q10k Q10l q10m Q10n Q10o Q14 Q15 Q16 Q17 Q18 q19 q20 Q21a Q21b Q21c Q21d q21e Q21g Q21h Q21i Q21j Q24 Q25 Q26 Q28 q32 Q32A Q33 Q34 Q35 Q35A Q36 Q37 q38LEB Q39 Q44 Q47 Q48 Q49 Q50
pewglobalattitudes_2008,14,Mexico,805,805,380,174,59,8,8,4,4,Q1 Q2 Q4 Q5 Q6 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i Q10l Q10n Q10o Q14 Q15 Q16 Q17 Q18 Q21a Q21b Q21c Q21d Q21F Q21g Q21h Q21i Q21j Q24 Q26 Q28 Q32A Q33 Q34 Q35 Q36 Q37 q38MEX Q39 Q44 Q47 Q48 Q49 Q50 Q57 Q58 Q59a Q59b Q59c Q59d Q59e Q59
pewglobalattitudes_2008,15,Nigeria,1000,1000,380,174,66,78,37,4,0,Q1 Q2 Q4 Q5 Q6 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i q10j q10k Q10l q10m Q10n Q10o Q14 Q15 Q16 Q17 Q18 q19 q20 Q21a Q21b Q21c Q21d q21e Q21g Q21h Q21i Q21j Q24 Q26 Q28 q32 Q32A Q33 Q34 Q35 Q36 Q37 q38NIG Q39 Q44 Q47 Q48 Q49 Q50 q54 q55 Q
pewglobalattitudes_2008,16,Pakistan,1254,1254,380,174,79,94,28,5,0,Q1 Q2 Q4 Q5 Q6 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i q10j q10k Q10l q10m Q10n Q10o Q14 Q15 Q16 Q17 Q18 q19 q20 Q21a Q21b Q21c Q21d q21e Q21g Q21h Q21i Q21j q23a q23b q23c q23d q23e Q24 Q26 Q28 q32 Q32A Q33 Q34 Q35 Q36 Q37 q38PAK Q39 Q44
pewglobalattitudes_2008,17,Poland,750,750,380,174,59,0,0,0,0,Q1 Q2 Q4 Q5 Q6 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i Q10l Q10n Q10o Q14 Q15 Q16 Q17 Q18 Q21a Q21b Q21c Q21d Q21g Q21h Q21i Q21j Q24 Q26 Q28 Q32A Q33 Q34 Q35 Q36 Q37 Q38POL Q39 Q44 Q47 Q48 Q49 Q50 Q56 Q57 Q58 Q59a Q59b Q59c Q59d Q59e Q59f
pewglobalattitudes_2008,18,Russia,1000,1000,380,174,60,94,80,50,8,Q1 Q2 Q4 Q5 Q6 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i Q10l Q10n Q10o Q14 Q15 Q16 Q17 Q18 Q21a Q21b Q21c Q21d Q21g Q21h Q21i Q21j Q22 Q24 Q26 Q28 Q32A Q33 Q34 Q35 Q36 Q37 Q38RUS Q39 Q44 Q47 Q48 Q49 Q50 Q57 Q58 Q58A Q59a Q59b Q59c Q59d Q59e
pewglobalattitudes_2008,19,South Africa,1001,1001,380,174,58,15,4,4,0,Q1 Q2 Q4 Q5 Q6 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i Q10l Q10n Q10o Q14 Q15 Q16 Q17 Q18 Q21a Q21b Q21c Q21d Q21g Q21h Q21i Q21j Q24 Q26 Q28 Q32A Q33 Q34 Q35 Q36 Q37 Q38SAFR Q39 Q44 Q47 Q48 Q49 Q50 Q57 Q58 Q59a Q59b Q59c Q59d Q59e Q59f Q7
pewglobalattitudes_2008,20,South Korea,714,714,380,174,62,0,0,0,0,Q1 Q2 Q4 Q5 Q6 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i Q10l Q10n Q10o Q14 Q15 Q16 Q17 Q18 Q21a Q21b Q21c Q21d Q21g Q21h Q21i Q21j Q24 Q25 Q26 Q28 Q29 Q32A Q33 Q34 Q35 Q35A Q36 Q37 Q38SKOR Q39 Q44 Q47 Q48 Q49 Q50 Q52 Q57 Q58 Q59a Q59b Q59c
pewglobalattitudes_2008,21,Spain,752,752,380,174,59,0,0,0,0,Q1 Q2 Q4 Q5 Q6 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i Q10l Q10n Q10o Q14 Q15 Q16 Q17 Q18 Q21a Q21b Q21c Q21d Q21g Q21h Q21i Q21j Q24 Q26 Q28 Q32A Q33 Q34 Q35 Q36 Q37 Q38SPA Q39 Q44 Q47 Q48 Q49 Q50 Q56 Q57 Q58 Q59a Q59b Q59c Q59d Q59e Q59f
pewglobalattitudes_2008,22,Tanzania,704,704,380,174,66,2,2,2,0,Q1 Q2 Q4 Q5 Q6 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i q10j q10k Q10l q10m Q10n Q10o Q14 Q15 Q16 Q17 Q18 q19 q20 Q21a Q21b Q21c Q21d q21e Q21g Q21h Q21i Q21j Q24 Q26 Q28 q32 Q32A Q33 Q34 Q35 Q36 Q37 q38TAN Q39 Q44 Q47 Q48 Q49 Q50 q54 q55 Q
pewglobalattitudes_2008,23,Turkey,1003,1003,380,174,74,48,14,6,0,Q1 Q2 Q4 Q5 Q6 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i q10j q10k Q10l q10m Q10n Q10o Q14 Q15 Q16 Q17 Q18 q19 q20 Q21a Q21b Q21c Q21d q21e Q21g Q21h Q21i Q21j Q24 Q26 Q28 q32 Q32A Q33 Q34 Q35 Q36 Q37 q38TUR Q39 Q44 Q47 Q48 Q49 Q50 q54 q55 q
pewglobalattitudes_2008,24,United States,1000,1000,380,174,56,0,0,0,0,Q1 Q2 Q4 Q5 Q6 Q10a Q10b Q10c Q10d Q10e Q10f Q10g Q10h Q10i Q10l Q10n Q10o Q14 Q15 Q16 Q17 Q18 Q21a Q21b Q21c Q21g Q21h Q21i Q21j Q26 q30 q31 Q32A Q33 Q34 Q35 Q36 Q37 q38USA Q39 Q44 Q47 Q48 Q49 Q50 Q57 Q59a Q59b Q59c Q59d Q59e Q59f Q75 Q76 Q81
pewglobalattitudes_2009,1,Argentina,800,800,471,209,70,0,0,0,0,Q1 Q2 Q3A Q3B Q3C Q4 Q5 Q6 Q7 Q8 Q11A Q11B Q11C Q11D Q11E Q11F Q11G Q11H Q11I Q11J Q12A Q12B Q12C Q13 Q14 Q15 Q16 Q18A Q18B Q18C Q21A Q21B Q21D Q21G Q21H Q25 Q26 Q27 Q28 Q30 Q32 Q33 Q34 Q36 Q37 Q38 Q39 Q40 Q41ARG Q46 Q47 Q48A Q48B Q48C Q48D Q49
pewglobalattitudes_2009,2,Brazil,813,813,471,209,70,0,0,0,0,Q1 Q2 Q3A Q3B Q3C Q4 Q5 Q6 Q7 Q8 Q11A Q11B Q11C Q11D Q11E Q11F Q11G Q11H Q11I Q11J Q12A Q12B Q12C Q13 Q14 Q15 Q16 Q18A Q18B Q18C Q21A Q21B Q21D Q21G Q21H Q25 Q26 Q27 Q28 Q30 Q32 Q33 Q34 Q36 Q37 Q38 Q39 Q40 Q41BRA Q46 Q47 Q48A Q48B Q48C Q48D Q49
pewglobalattitudes_2009,3,Canada,750,750,471,209,69,0,0,0,0,Q1 Q2 Q3A Q3B Q3C Q4 Q5 Q6 Q7 Q8 Q11A Q11B Q11C Q11D Q11E Q11F Q11G Q11H Q11I Q11J Q12A Q12B Q12C Q13 Q14 Q15 Q16 Q18A Q18B Q18C Q21A Q21B Q21D Q21H Q25 Q26 Q27 Q28 Q30 Q31 Q32 Q33 Q34 Q36 Q37 Q38 Q39 Q40 Q41CAN Q46 Q47 Q48A Q48B Q48C Q48D Q49A
pewglobalattitudes_2009,4,China,3169,3169,471,209,64,244,125,69,4,Q1 Q2 Q3A Q3B Q3C Q4 Q5 Q6 Q7 Q8 Q11A Q11B Q11C Q11D Q11E Q11F Q11G Q11H Q11I Q11J Q12A Q12B Q12C Q13 Q14 Q15 Q16 Q18A Q18B Q18C Q21A Q21B Q21D Q21H Q25 Q26 Q27 Q28 Q30 Q32 Q33 Q34 Q36 Q37 Q38 Q39 Q40 Q46 Q47 Q48A Q48B Q48C Q48D Q49A Q49B Q49C
pewglobalattitudes_2009,5,Egypt,1000,1000,471,209,88,6,2,0,0,Q1 Q2 Q3A Q3B Q3C Q4 Q5 Q6 Q7 Q8 Q11A Q11B Q11C Q11D Q11E Q11F Q11G Q11H Q11I Q11J Q11K Q11L Q12A Q12B Q12C Q13 Q14 Q15 Q16 Q18A Q18B Q18C Q19 Q20 Q21A Q21B Q21D Q21E Q21F Q21H Q21I Q21J Q21K Q21L Q21M Q25 Q26 Q27 Q28 Q30 Q32 Q33 Q34 Q36 Q37 Q3
pewglobalattitudes_2009,6,France,753,753,471,209,70,0,0,0,0,Q1 Q2 Q3A Q3B Q3C Q4 Q5 Q6 Q7 Q8 Q11A Q11B Q11C Q11D Q11E Q11F Q11G Q11H Q11I Q11J Q12A Q12B Q12C Q13 Q14 Q15 Q16 Q18A Q18B Q18C Q21A Q21B Q21D Q21H Q25 Q26 Q27 Q28 Q30 Q32 Q33 Q34 Q36 Q37 Q38 Q39 Q40 Q41FRA Q46 Q47 Q48A Q48B Q48C Q48D Q49A Q49
pewglobalattitudes_2009,7,Germany,751,751,471,209,71,0,0,0,0,Q1 Q2 Q3A Q3B Q3C Q4 Q5 Q6 Q7 Q8 Q11A Q11B Q11C Q11D Q11E Q11F Q11G Q11H Q11I Q11J Q12A Q12B Q12C Q13 Q14 Q15 Q16 Q18A Q18B Q18C Q21A Q21B Q21D Q21H Q25 Q26 Q27 Q28 Q30 Q31 Q32 Q33 Q34 Q36 Q37 Q38 Q39 Q40 Q41GER Q46 Q47 Q48A Q48B Q48C Q48D Q49A
pewglobalattitudes_2009,8,Great Britain,754,754,471,209,71,0,0,0,0,Q1 Q2 Q3A Q3B Q3C Q4 Q5 Q6 Q7 Q8 Q11A Q11B Q11C Q11D Q11E Q11F Q11G Q11H Q11I Q11J Q12A Q12B Q12C Q13 Q14 Q15 Q16 Q18A Q18B Q18C Q21A Q21B Q21D Q21H Q25 Q26 Q27 Q28 Q30 Q31 Q32 Q33 Q34 Q36 Q37 Q38 Q39 Q40 Q41BRI Q46 Q47 Q48A Q48B Q48C Q48D Q49A
pewglobalattitudes_2009,9,India,2038,2038,471,209,71,216,98,14,2,Q1 Q2 Q3A Q3B Q3C Q4 Q5 Q6 Q7 Q8 Q11A Q11B Q11C Q11D Q11E Q11F Q11G Q11H Q11I Q11J Q12A Q12B Q12C Q13 Q14 Q15 Q16 Q18A Q18B Q18C Q21A Q21B Q21D Q21H Q25 Q26 Q27 Q28 Q30 Q32 Q33 Q34 Q36 Q37 Q38 Q39 Q40 Q41INDIA Q43 Q44 Q45 Q46 Q47 Q48A Q48B Q48C
pewglobalattitudes_2009,10,Indonesia,1000,1000,471,209,89,12,2,2,0,Q1 Q2 Q3A Q3B Q3C Q4 Q5 Q6 Q7 Q8 Q11A Q11B Q11C Q11D Q11E Q11F Q11G Q11H Q11I Q11J Q11K Q11L Q12A Q12B Q12C Q13 Q14 Q15 Q16 Q18A Q18B Q18C Q19 Q20 Q21A Q21B Q21D Q21E Q21F Q21H Q21I Q21J Q21K Q21L Q21M Q25 Q26 Q27 Q28 Q30 Q32 Q33 Q34 Q36 Q37 Q3
pewglobalattitudes_2009,11,Israel,1201,1201,471,209,77,37,22,4,0,Q1 Q2 Q3A Q3B Q3C Q4 Q5 Q6 Q7 Q8 Q11A Q11B Q11C Q11D Q11E Q11F Q11G Q11H Q11I Q11J Q11K Q11L Q12A Q12B Q12C Q13 Q14 Q15 Q16 Q18A Q18B Q18C Q21A Q21B Q21D Q21E Q21F Q21H Q21I Q21J Q21K Q21L Q21M Q25 Q26 Q27 Q28 Q30 Q32 Q33 Q34 Q36 Q37 Q38 Q39 Q4
pewglobalattitudes_2009,12,Japan,700,700,471,209,72,0,0,0,0,Q1 Q2 Q3A Q3B Q3C Q4 Q5 Q6 Q7 Q8 Q11A Q11B Q11C Q11D Q11E Q11F Q11G Q11H Q11I Q11J Q12A Q12B Q12C Q13 Q14 Q15 Q16 Q18A Q18B Q18C Q21A Q21B Q21D Q21H Q25 Q26 Q27 Q28 Q29 Q30 Q31 Q32 Q33 Q34 Q36 Q37 Q38 Q39 Q40 Q41JAP Q46 Q47 Q48A Q48B Q48C Q48D
pewglobalattitudes_2009,13,Jordan,1000,1000,471,209,88,12,4,0,0,Q1 Q2 Q3A Q3B Q3C Q4 Q5 Q6 Q7 Q8 Q11A Q11B Q11C Q11D Q11E Q11F Q11G Q11H Q11I Q11J Q11K Q11L Q12A Q12B Q12C Q13 Q14 Q15 Q16 Q18A Q18B Q18C Q19 Q20 Q21A Q21B Q21D Q21E Q21F Q21H Q21I Q21J Q21K Q21L Q21M Q25 Q26 Q27 Q28 Q30 Q32 Q33 Q34 Q36 Q37 Q3
pewglobalattitudes_2009,14,Kenya,1002,1002,471,209,69,27,9,6,2,Q1 Q2 Q3A Q3B Q3C Q4 Q5 Q6 Q7 Q8 Q11A Q11B Q11C Q11D Q11E Q11F Q11G Q11H Q11I Q11J Q12A Q12B Q12C Q13 Q14 Q15 Q16 Q18A Q18B Q18C Q21A Q21B Q21D Q21H Q25 Q26 Q27 Q28 Q30 Q32 Q33 Q34 Q36 Q37 Q38 Q39 Q40 Q41KEN Q46 Q47 Q48A Q48B Q48C Q48D Q49A Q49
pewglobalattitudes_2009,15,Lebanon,1000,1000,471,209,83,320,179,19,0,Q1 Q2 Q3A Q3B Q3C Q4 Q5 Q6 Q7 Q8 Q11A Q11B Q11C Q11D Q11E Q11F Q11G Q11H Q11I Q11J Q11K Q11L Q12A Q12B Q12C Q13 Q14 Q15 Q16 Q18A Q18B Q18C Q19 Q20 Q21A Q21B Q21D Q21E Q21F Q21H Q21I Q21J Q21K Q21L Q21M Q25 Q26 Q27 Q28 Q29 Q30 Q32 Q33 Q34 Q36 Q3
pewglobalattitudes_2009,16,Mexico,1000,1000,471,209,106,58,54,30,4,Q1 Q2 Q3A Q3B Q3C Q4 Q5 Q6 Q7 Q8 Q8A Q9A Q9B Q9C Q9D Q9E Q9F Q9G Q10 Q11A Q11B Q11C Q11D Q11E Q11F Q11G Q11H Q11I Q11J Q12A Q12B Q12C Q13 Q14 Q15 Q16 Q17A Q17BMEX Q17C Q17D Q17E Q17F Q17G Q18A Q18B Q18C Q21A Q21B Q21D Q21G Q21H Q24A Q24B Q24C Q
pewglobalattitudes_2009,17,Nigeria,1000,1000,471,209,80,231,182,134,6,Q1 Q2 Q3A Q3B Q3C Q4 Q5 Q6 Q7 Q8 Q11A Q11B Q11C Q11D Q11E Q11F Q11G Q11H Q11I Q11J Q11K Q11L Q12A Q12B Q12C Q13 Q14 Q15 Q16 Q18A Q18B Q18C Q19 Q20 Q21A Q21B Q21D Q21E Q21F Q21H Q21I Q21J Q21K Q21L Q21M Q25 Q26 Q27 Q28 Q30 Q32 Q33 Q34 Q36 Q37 Q3
pewglobalattitudes_2009,18,Pakistan,1254,1254,471,209,131,27,4,0,0,Q1 Q2 Q3A Q3B Q3C Q4 Q5 Q6 Q7 Q8 Q9A Q9B Q9C Q9D Q9E Q9F Q9G Q9H Q11A Q11B Q11C Q11D Q11E Q11F Q11G Q11H Q11I Q11J Q11K Q11L Q12A Q12B Q12C Q13 Q14 Q15 Q16 Q17A Q17BPAK Q17C Q17D Q17E Q17F Q17G Q17H Q18A Q18B Q18C Q19 Q20 Q21A Q21B Q21D Q21E Q2
pewglobalattitudes_2009,19,Palestinian Territories,1204,1204,471,209,88,16,6,4,4,Q1 Q2 Q3A Q3B Q3C Q4 Q5 Q6 Q7 Q8 Q11A Q11B Q11C Q11D Q11E Q11F Q11G Q11H Q11I Q11J Q11K Q11L Q12A Q12B Q12C Q13 Q14 Q15 Q16 Q18A Q18B Q18C Q19 Q20 Q21A Q21B Q21D Q21E Q21F Q21H Q21I Q21J Q21K Q21L Q21M Q25 Q26 Q27 Q28 Q30 Q32 Q33 Q34 Q36 Q37 Q3
pewglobalattitudes_2009,20,Poland,750,750,471,209,70,2,0,0,0,Q1 Q2 Q3A Q3B Q3C Q4 Q5 Q6 Q7 Q8 Q11A Q11B Q11C Q11D Q11E Q11F Q11G Q11H Q11I Q11J Q12A Q12B Q12C Q13 Q14 Q15 Q16 Q18A Q18B Q18C Q21A Q21B Q21D Q21H Q25 Q26 Q27 Q28 Q30 Q32 Q33 Q34 Q36 Q37 Q38 Q39 Q40 Q41POL Q46 Q47 Q48A Q48B Q48C Q48D Q49A Q49
